"NS" "Trial" "Step" "Choice1" "Choice2" "Resp1" "Resp2" "Reward" "RT1" "RT2"
"356" 117 "step_2_no_load" 5 6 0.363056877927 6 1 0.747012267642 379
"357" 117 "step_1_no_load" 1 2 2 NA NA 221 NA
"357" 117 "step_2_no_load" 5 6 0.363056877927 6 1 0.747012267642 1386
"358" 117 "step_1_no_load" 1 2 1 NA NA 392 NA
"358" 117 "step_2_no_load" 5 6 0.671842537277 5 0 0.747012267642 440
"359" 117 "step_1_no_load" 1 2 2 NA NA 297 NA
"359" 117 "step_2_no_load" 5 6 0.671842537277 5 1 0.747012267642 224
"360" 117 "step_1_no_load" 1 2 1 NA NA 313 NA
"360" 117 "step_2_no_load" 3 4 0.374621793791 4 1 0.671842537277 416
"364" 117 "step_1_no_load" 1 2 1 NA NA 222 NA
"364" 117 "step_2_no_load" 3 4 0.747012267642 4 0 0.671842537277 460
"110" 118 "step_1_no_load" 1 2 2 NA NA 31 NA
"110" 118 "step_2_no_load" 5 6 0.690484235012 6 0 0.362977115924 656
"111" 118 "step_1_no_load" 1 2 1 NA NA 248 NA
"111" 118 "step_2_no_load" 3 4 0.690484235012 3 0 0.362977115924 233
"114" 118 "step_1_no_load" 1 2 1 NA NA 266 NA
"114" 118 "step_2_no_load" 5 6 0.690484235012 5 1 0.740051715856 179
"116" 118 "step_1_no_load" 1 2 2 NA NA 973 NA
"116" 118 "step_2_no_load" 3 4 0.740051715856 3 1 0.362977115924 593
"117" 118 "step_1_no_load" 1 2 1 NA NA 237 NA
"117" 118 "step_2_no_load" 3 4 0.740051715856 3 1 0.690484235012 393
"119" 118 "step_1_no_load" 1 2 1 NA NA 451 NA
"119" 118 "step_2_no_load" 3 4 0.740051715856 4 1 0.690484235012 516
"120" 118 "step_1_no_load" 1 2 1 NA NA 117 NA
"120" 118 "step_2_no_load" 5 6 0.357645851833 5 1 0.362977115924 85
"121" 118 "step_1_no_load" 1 2 2 NA NA 393 NA
"121" 118 "step_2_no_load" 5 6 0.740051715856 6 1 0.690484235012 1064
"122" 118 "step_1_no_load" 1 2 2 NA NA 513 NA
"122" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.362977115924 584
"124" 118 "step_1_no_load" 1 2 2 NA NA 383 NA
"124" 118 "step_2_no_load" 5 6 0.362977115924 5 0 0.740051715856 414
"126" 118 "step_1_no_load" 1 2 2 NA NA 299 NA
"126" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.362977115924 761
"127" 118 "step_1_no_load" 1 2 1 NA NA 241 NA
"127" 118 "step_2_no_load" 3 4 0.740051715856 3 1 0.362977115924 918
"128" 118 "step_1_no_load" 1 2 2 NA NA 372 NA
"128" 118 "step_2_no_load" 5 6 0.357645851833 5 0 0.362977115924 1353
"129" 118 "step_1_no_load" 1 2 1 NA NA 263 NA
"129" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.362977115924 555
"130" 118 "step_1_no_load" 1 2 1 NA NA 417 NA
"130" 118 "step_2_no_load" 3 4 0.740051715856 3 1 0.362977115924 376
"134" 118 "step_1_no_load" 1 2 1 NA NA 156 NA
"134" 118 "step_2_no_load" 5 6 0.362977115924 5 1 0.690484235012 350
"135" 118 "step_1_no_load" 1 2 1 NA NA 462 NA
"135" 118 "step_2_no_load" 3 4 0.690484235012 4 0 0.740051715856 551
"138" 118 "step_1_no_load" 1 2 1 NA NA 443 NA
"138" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.740051715856 569
"139" 118 "step_1_no_load" 1 2 1 NA NA 341 NA
"139" 118 "step_2_no_load" 3 4 0.362977115924 3 0 0.740051715856 0
"140" 118 "step_1_no_load" 1 2 1 NA NA 551 NA
"140" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.362977115924 709
"142" 118 "step_1_no_load" 1 2 2 NA NA 414 NA
"142" 118 "step_2_no_load" 5 6 0.357645851833 5 0 0.740051715856 537
"143" 118 "step_1_no_load" 1 2 1 NA NA 326 NA
"143" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.740051715856 981
"144" 118 "step_1_no_load" 1 2 2 NA NA 319 NA
"144" 118 "step_2_no_load" 5 6 0.740051715856 5 0 0.362977115924 435
"146" 118 "step_1_no_load" 1 2 2 NA NA 538 NA
"146" 118 "step_2_no_load" 5 6 0.357645851833 5 1 0.740051715856 354
"148" 118 "step_1_no_load" 1 2 1 NA NA 270 NA
"148" 118 "step_2_no_load" 5 6 0.357645851833 6 1 0.740051715856 1131
"150" 118 "step_1_no_load" 1 2 2 NA NA 270 NA
"150" 118 "step_2_no_load" 5 6 0.357645851833 6 0 0.690484235012 359
"151" 118 "step_1_no_load" 1 2 1 NA NA 202 NA
"151" 118 "step_2_no_load" 3 4 0.362977115924 4 0 0.357645851833 362
"152" 118 "step_1_no_load" 1 2 1 NA NA 301 NA
"152" 118 "step_2_no_load" 5 6 0.362977115924 6 1 0.690484235012 762
"153" 118 "step_1_no_load" 1 2 2 NA NA 385 NA
"153" 118 "step_2_no_load" 5 6 0.690484235012 6 0 0.740051715856 831
"154" 118 "step_1_no_load" 1 2 1 NA NA 235 NA
"154" 118 "step_2_no_load" 3 4 0.690484235012 4 0 0.740051715856 233
"156" 118 "step_1_no_load" 1 2 1 NA NA 428 NA
"156" 118 "step_2_no_load" 3 4 0.740051715856 3 0 0.362977115924 409
"159" 118 "step_1_no_load" 1 2 1 NA NA 354 NA
"159" 118 "step_2_no_load" 5 6 0.740051715856 6 0 0.357645851833 910
"160" 118 "step_1_no_load" 1 2 1 NA NA 308 NA
"160" 118 "step_2_no_load" 3 4 0.362977115924 3 0 0.690484235012 739
"161" 118 "step_1_no_load" 1 2 1 NA NA 116 NA
"161" 118 "step_2_no_load" 5 6 0.357645851833 6 1 0.740051715856 130
"165" 118 "step_1_no_load" 1 2 1 NA NA 329 NA
"165" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.740051715856 310
"166" 118 "step_1_no_load" 1 2 1 NA NA 64 NA
"166" 118 "step_2_no_load" 3 4 0.740051715856 3 1 0.362977115924 293
"167" 118 "step_1_no_load" 1 2 1 NA NA 484 NA
"167" 118 "step_2_no_load" 5 6 0.357645851833 5 0 0.690484235012 1249
"169" 118 "step_1_no_load" 1 2 2 NA NA 477 NA
"169" 118 "step_2_no_load" 5 6 0.362977115924 6 0 0.357645851833 488
"170" 118 "step_1_no_load" 1 2 2 NA NA 601 NA
"170" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.362977115924 643
"178" 118 "step_1_no_load" 1 2 1 NA NA 280 NA
"178" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.357645851833 233
"180" 118 "step_1_no_load" 1 2 1 NA NA 236 NA
"180" 118 "step_2_no_load" 5 6 0.740051715856 5 1 0.362977115924 1041
"182" 118 "step_1_no_load" 1 2 1 NA NA 76 NA
"182" 118 "step_2_no_load" 3 4 0.740051715856 4 0 0.362977115924 353
"183" 118 "step_1_no_load" 1 2 2 NA NA 416 NA
"183" 118 "step_2_no_load" 5 6 0.740051715856 5 0 0.357645851833 438
"184" 118 "step_1_no_load" 1 2 1 NA NA 363 NA
"184" 118 "step_2_no_load" 5 6 0.740051715856 5 1 0.362977115924 1250
"187" 118 "step_1_no_load" 1 2 2 NA NA 255 NA
"187" 118 "step_2_no_load" 5 6 0.740051715856 5 0 0.357645851833 372
"188" 118 "step_1_no_load" 1 2 2 NA NA 236 NA
"188" 118 "step_2_no_load" 5 6 0.357645851833 6 1 0.362977115924 648
"194" 118 "step_1_no_load" 1 2 1 NA NA 0 NA
"194" 118 "step_2_no_load" 3 4 0.357645851833 3 0 0.362977115924 675
"195" 118 "step_1_no_load" 1 2 2 NA NA 439 NA
"195" 118 "step_2_no_load" 5 6 0.362977115924 6 1 0.357645851833 271
"199" 118 "step_1_no_load" 1 2 2 NA NA 513 NA
"199" 118 "step_2_no_load" 5 6 0.740051715856 5 1 0.357645851833 416
"203" 118 "step_1_no_load" 1 2 1 NA NA 207 NA
"203" 118 "step_2_no_load" 5 6 0.740051715856 6 1 0.357645851833 653
"206" 118 "step_1_no_load" 1 2 1 NA NA 336 NA
"206" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.357645851833 15
"207" 118 "step_1_no_load" 1 2 2 NA NA 145 NA
"207" 118 "step_2_no_load" 3 4 0.357645851833 3 0 0.362977115924 174
"208" 118 "step_1_no_load" 1 2 2 NA NA 272 NA
"208" 118 "step_2_no_load" 5 6 0.690484235012 6 1 0.740051715856 566
"210" 118 "step_1_no_load" 1 2 2 NA NA 760 NA
"210" 118 "step_2_no_load" 3 4 0.362977115924 4 1 0.740051715856 1086
"211" 118 "step_1_no_load" 1 2 1 NA NA 317 NA
"211" 118 "step_2_no_load" 3 4 0.740051715856 4 0 0.357645851833 438
"212" 118 "step_1_no_load" 1 2 2 NA NA 449 NA
"212" 118 "step_2_no_load" 5 6 0.357645851833 6 1 0.690484235012 583
"213" 118 "step_1_no_load" 1 2 1 NA NA 170 NA
"213" 118 "step_2_no_load" 3 4 0.362977115924 3 0 0.690484235012 53
"217" 118 "step_1_no_load" 1 2 2 NA NA 297 NA
"217" 118 "step_2_no_load" 5 6 0.740051715856 6 0 0.690484235012 368
"220" 118 "step_1_no_load" 1 2 1 NA NA 854 NA
"220" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.357645851833 749
"229" 118 "step_1_no_load" 1 2 2 NA NA 575 NA
"229" 118 "step_2_no_load" 5 6 0.357645851833 6 1 0.362977115924 850
"230" 118 "step_1_no_load" 1 2 1 NA NA 244 NA
"230" 118 "step_2_no_load" 3 4 0.357645851833 4 1 0.740051715856 460
"234" 118 "step_1_no_load" 1 2 1 NA NA 566 NA
"234" 118 "step_2_no_load" 3 4 0.357645851833 4 1 0.690484235012 1181
"235" 118 "step_1_no_load" 1 2 2 NA NA 403 NA
"235" 118 "step_2_no_load" 3 4 0.357645851833 4 1 0.740051715856 447
"238" 118 "step_1_no_load" 1 2 1 NA NA 542 NA
"238" 118 "step_2_no_load" 3 4 0.740051715856 4 0 0.690484235012 810
"240" 118 "step_1_no_load" 1 2 1 NA NA 407 NA
"240" 118 "step_2_no_load" 3 4 0.690484235012 4 1 0.740051715856 395
"241" 118 "step_1_no_load" 1 2 2 NA NA 691 NA
"241" 118 "step_2_no_load" 5 6 0.690484235012 6 1 0.740051715856 806
"248" 118 "step_1_no_load" 1 2 1 NA NA 191 NA
"248" 118 "step_2_no_load" 3 4 0.690484235012 3 0 0.362977115924 658
"250" 118 "step_1_no_load" 1 2 1 NA NA 326 NA
"250" 118 "step_2_no_load" 3 4 0.740051715856 3 0 0.690484235012 929
"260" 118 "step_1_no_load" 1 2 2 NA NA 455 NA
"260" 118 "step_2_no_load" 3 4 0.357645851833 4 1 0.362977115924 799
"263" 118 "step_1_no_load" 1 2 1 NA NA 382 NA
"263" 118 "step_2_no_load" 3 4 0.740051715856 4 1 0.357645851833 578
"264" 118 "step_1_no_load" 1 2 2 NA NA 514 NA
"264" 118 "step_2_no_load" 5 6 0.362977115924 5 1 0.690484235012 873
"270" 118 "step_1_no_load" 1 2 2 NA NA 624 NA
"270" 118 "step_2_no_load" 5 6 0.690484235012 6 1 0.357645851833 532
"271" 118 "step_1_no_load" 1 2 2 NA NA 354 NA
"271" 118 "step_2_no_load" 5 6 0.690484235012 5 1 0.357645851833 429
"273" 118 "step_1_no_load" 1 2 1 NA NA 462 NA
"273" 118 "step_2_no_load" 3 4 0.740051715856 3 1 0.362977115924 726
"274" 118 "step_1_no_load" 1 2 2 NA NA 298 NA
"274" 118 "step_2_no_load" 5 6 0.740051715856 5 1 0.362977115924 249
"275" 118 "step_1_no_load" 1 2 2 NA NA 425 NA
"275" 118 "step_2_no_load" 5 6 0.690484235012 6 0 0.357645851833 485
"281" 118 "step_1_no_load" 1 2 1 NA NA 319 NA
"281" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.362977115924 651
"290" 118 "step_1_no_load" 1 2 1 NA NA 396 NA
"290" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.740051715856 429
"291" 118 "step_1_no_load" 1 2 2 NA NA 339 NA
"291" 118 "step_2_no_load" 5 6 0.362977115924 6 1 0.690484235012 467
"292" 118 "step_1_no_load" 1 2 1 NA NA 218 NA
"292" 118 "step_2_no_load" 3 4 0.740051715856 3 0 0.357645851833 223
"293" 118 "step_1_no_load" 1 2 2 NA NA 377 NA
"293" 118 "step_2_no_load" 5 6 0.740051715856 6 0 0.357645851833 459
"294" 118 "step_1_no_load" 1 2 1 NA NA 305 NA
"294" 118 "step_2_no_load" 5 6 0.362977115924 6 1 0.357645851833 805
"296" 118 "step_1_no_load" 1 2 1 NA NA 475 NA
"296" 118 "step_2_no_load" 5 6 0.690484235012 5 1 0.740051715856 891
"298" 118 "step_1_no_load" 1 2 2 NA NA 374 NA
"298" 118 "step_2_no_load" 5 6 0.690484235012 5 1 0.740051715856 358
"299" 118 "step_1_no_load" 1 2 1 NA NA 426 NA
"299" 118 "step_2_no_load" 5 6 0.357645851833 5 0 0.690484235012 502
"300" 118 "step_1_no_load" 1 2 2 NA NA 516 NA
"300" 118 "step_2_no_load" 5 6 0.740051715856 6 1 0.362977115924 251
"301" 118 "step_1_no_load" 1 2 1 NA NA 343 NA
"301" 118 "step_2_no_load" 3 4 0.740051715856 4 1 0.690484235012 327
"302" 118 "step_1_no_load" 1 2 1 NA NA 222 NA
"302" 118 "step_2_no_load" 3 4 0.740051715856 3 1 0.357645851833 462
"303" 118 "step_1_no_load" 1 2 1 NA NA 601 NA
"303" 118 "step_2_no_load" 3 4 0.740051715856 3 1 0.357645851833 626
"308" 118 "step_1_no_load" 1 2 2 NA NA 468 NA
"308" 118 "step_2_no_load" 5 6 0.362977115924 5 1 0.740051715856 653
"311" 118 "step_1_no_load" 1 2 2 NA NA 326 NA
"311" 118 "step_2_no_load" 5 6 0.740051715856 5 1 0.690484235012 429
"312" 118 "step_1_no_load" 1 2 2 NA NA 269 NA
"312" 118 "step_2_no_load" 5 6 0.740051715856 5 1 0.362977115924 355
"313" 118 "step_1_no_load" 1 2 2 NA NA 762 NA
"313" 118 "step_2_no_load" 3 4 0.362977115924 3 0 0.357645851833 1314
"314" 118 "step_1_no_load" 1 2 2 NA NA 247 NA
"314" 118 "step_2_no_load" 5 6 0.357645851833 6 1 0.690484235012 455
"315" 118 "step_1_no_load" 1 2 2 NA NA 197 NA
"315" 118 "step_2_no_load" 5 6 0.740051715856 6 1 0.690484235012 391
"316" 118 "step_1_no_load" 1 2 1 NA NA 7 NA
"316" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.357645851833 546
"319" 118 "step_1_no_load" 1 2 2 NA NA 417 NA
"319" 118 "step_2_no_load" 5 6 0.740051715856 6 0 0.357645851833 767
"321" 118 "step_1_no_load" 1 2 2 NA NA 377 NA
"321" 118 "step_2_no_load" 5 6 0.362977115924 6 0 0.690484235012 421
"331" 118 "step_1_no_load" 1 2 1 NA NA 416 NA
"331" 118 "step_2_no_load" 3 4 0.362977115924 3 1 0.690484235012 376
"333" 118 "step_1_no_load" 1 2 2 NA NA 116 NA
"333" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.357645851833 689
"335" 118 "step_1_no_load" 1 2 1 NA NA 442 NA
"335" 118 "step_2_no_load" 3 4 0.357645851833 4 1 0.740051715856 545
"337" 118 "step_1_no_load" 1 2 2 NA NA 941 NA
"337" 118 "step_2_no_load" 5 6 0.740051715856 5 0 0.362977115924 1067
"338" 118 "step_1_no_load" 1 2 2 NA NA 452 NA
"338" 118 "step_2_no_load" 3 4 0.740051715856 3 1 0.690484235012 684
"339" 118 "step_1_no_load" 1 2 2 NA NA 453 NA
"339" 118 "step_2_no_load" 3 4 0.690484235012 4 1 0.357645851833 1419
"344" 118 "step_1_no_load" 1 2 2 NA NA 320 NA
"344" 118 "step_2_no_load" 5 6 0.740051715856 5 0 0.362977115924 359
"345" 118 "step_1_no_load" 1 2 1 NA NA 309 NA
"345" 118 "step_2_no_load" 3 4 0.357645851833 4 1 0.690484235012 359
"348" 118 "step_1_no_load" 1 2 2 NA NA 373 NA
"348" 118 "step_2_no_load" 5 6 0.362977115924 5 0 0.740051715856 510
"349" 118 "step_1_no_load" 1 2 1 NA NA 325 NA
"349" 118 "step_2_no_load" 5 6 0.362977115924 6 1 0.357645851833 808
"350" 118 "step_1_no_load" 1 2 2 NA NA 286 NA
"350" 118 "step_2_no_load" 3 4 0.690484235012 3 1 0.357645851833 157
"353" 118 "step_1_no_load" 1 2 2 NA NA 297 NA
"353" 118 "step_2_no_load" 3 4 0.362977115924 3 0 0.690484235012 296
"356" 118 "step_1_no_load" 1 2 2 NA NA 286 NA
"356" 118 "step_2_no_load" 5 6 0.362977115924 6 1 0.740051715856 414
"357" 118 "step_1_no_load" 1 2 2 NA NA 281 NA
"357" 118 "step_2_no_load" 5 6 0.362977115924 6 1 0.740051715856 753
"358" 118 "step_1_no_load" 1 2 1 NA NA 279 NA
"358" 118 "step_2_no_load" 3 4 0.362977115924 3 0 0.357645851833 728
"359" 118 "step_1_no_load" 1 2 1 NA NA 446 NA
"359" 118 "step_2_no_load" 5 6 0.690484235012 5 1 0.740051715856 648
"360" 118 "step_1_no_load" 1 2 1 NA NA 317 NA
"360" 118 "step_2_no_load" 3 4 0.357645851833 4 0 0.690484235012 315
"364" 118 "step_1_no_load" 1 2 2 NA NA 96 NA
"364" 118 "step_2_no_load" 5 6 0.362977115924 6 0 0.357645851833 687
"110" 119 "step_1_no_load" 1 2 2 NA NA 451 NA
"110" 119 "step_2_no_load" 5 6 0.661177321751 -1 -1 0.358243439099 -1
"111" 119 "step_1_no_load" 1 2 1 NA NA 239 NA
"111" 119 "step_2_no_load" 5 6 0.690424535099 6 0 0.357515098446 230
"114" 119 "step_1_no_load" 1 2 1 NA NA 278 NA
"114" 119 "step_2_no_load" 3 4 0.358243439099 3 1 0.357515098446 243
"116" 119 "step_1_no_load" 1 2 -1 NA NA -1 NA
"117" 119 "step_1_no_load" 1 2 1 NA NA 286 NA
"117" 119 "step_2_no_load" 5 6 0.357515098446 5 1 0.358243439099 350
"119" 119 "step_1_no_load" 1 2 1 NA NA 419 NA
"119" 119 "step_2_no_load" 3 4 0.690424535099 4 1 0.661177321751 462
"120" 119 "step_1_no_load" 1 2 1 NA NA 58 NA
"120" 119 "step_2_no_load" 3 4 0.690424535099 3 0 0.661177321751 87
"121" 119 "step_1_no_load" 1 2 1 NA NA 632 NA
"121" 119 "step_2_no_load" 5 6 0.690424535099 -1 -1 0.661177321751 -1
"122" 119 "step_1_no_load" 1 2 -1 NA NA -1 NA
"124" 119 "step_1_no_load" 1 2 2 NA NA 3 NA
"124" 119 "step_2_no_load" 5 6 0.358243439099 6 0 0.690424535099 1135
"126" 119 "step_1_no_load" 1 2 2 NA NA 262 NA
"126" 119 "step_2_no_load" 5 6 0.357515098446 5 1 0.690424535099 814
"127" 119 "step_1_no_load" 1 2 1 NA NA 308 NA
"127" 119 "step_2_no_load" 3 4 0.690424535099 3 1 0.358243439099 810
"128" 119 "step_1_no_load" 1 2 2 NA NA 314 NA
"128" 119 "step_2_no_load" 3 4 0.690424535099 3 0 0.661177321751 665
"129" 119 "step_1_no_load" 1 2 1 NA NA 316 NA
"129" 119 "step_2_no_load" 5 6 0.690424535099 6 0 0.357515098446 1172
"130" 119 "step_1_no_load" 1 2 1 NA NA 297 NA
"130" 119 "step_2_no_load" 3 4 0.690424535099 3 1 0.358243439099 271
"134" 119 "step_1_no_load" 1 2 1 NA NA 158 NA
"134" 119 "step_2_no_load" 3 4 0.357515098446 3 0 0.690424535099 362
"135" 119 "step_1_no_load" 1 2 1 NA NA 555 NA
"135" 119 "step_2_no_load" 5 6 0.358243439099 6 0 0.357515098446 1183
"138" 119 "step_1_no_load" 1 2 1 NA NA 443 NA
"138" 119 "step_2_no_load" 3 4 0.661177321751 3 1 0.690424535099 691
"139" 119 "step_1_no_load" 1 2 2 NA NA 732 NA
"139" 119 "step_2_no_load" 5 6 0.661177321751 5 1 0.357515098446 470
"140" 119 "step_1_no_load" 1 2 2 NA NA 459 NA
"140" 119 "step_2_no_load" 5 6 0.357515098446 6 0 0.690424535099 908
"142" 119 "step_1_no_load" 1 2 2 NA NA 216 NA
"142" 119 "step_2_no_load" 5 6 0.357515098446 6 1 0.690424535099 520
"143" 119 "step_1_no_load" 1 2 1 NA NA 435 NA
"143" 119 "step_2_no_load" 3 4 0.661177321751 3 1 0.690424535099 446
"144" 119 "step_1_no_load" 1 2 1 NA NA 313 NA
"144" 119 "step_2_no_load" 5 6 0.690424535099 5 0 0.358243439099 553
"146" 119 "step_1_no_load" 1 2 2 NA NA 301 NA
"146" 119 "step_2_no_load" 5 6 0.357515098446 5 0 0.690424535099 357
"148" 119 "step_1_no_load" 1 2 1 NA NA 237 NA
"148" 119 "step_2_no_load" 3 4 0.661177321751 3 0 0.358243439099 646
"150" 119 "step_1_no_load" 1 2 2 NA NA 481 NA
"150" 119 "step_2_no_load" 3 4 0.358243439099 4 1 0.690424535099 487
"151" 119 "step_1_no_load" 1 2 1 NA NA 290 NA
"151" 119 "step_2_no_load" 3 4 0.358243439099 4 0 0.357515098446 475
"152" 119 "step_1_no_load" 1 2 1 NA NA 577 NA
"152" 119 "step_2_no_load" 3 4 0.690424535099 3 1 0.357515098446 900
"153" 119 "step_1_no_load" 1 2 2 NA NA 208 NA
"153" 119 "step_2_no_load" 3 4 0.358243439099 3 1 0.357515098446 1216
"154" 119 "step_1_no_load" 1 2 1 NA NA 6 NA
"154" 119 "step_2_no_load" 3 4 0.661177321751 3 1 0.690424535099 117
"156" 119 "step_1_no_load" 1 2 1 NA NA 214 NA
"156" 119 "step_2_no_load" 3 4 0.690424535099 3 1 0.358243439099 248
"159" 119 "step_1_no_load" 1 2 1 NA NA 282 NA
"159" 119 "step_2_no_load" 5 6 0.690424535099 5 0 0.357515098446 541
"160" 119 "step_1_no_load" 1 2 1 NA NA 536 NA
"160" 119 "step_2_no_load" 3 4 0.358243439099 4 0 0.661177321751 555
"161" 119 "step_1_no_load" 1 2 2 NA NA 22 NA
"161" 119 "step_2_no_load" 5 6 0.357515098446 6 0 0.690424535099 175
"165" 119 "step_1_no_load" 1 2 1 NA NA 336 NA
"165" 119 "step_2_no_load" 5 6 0.358243439099 5 1 0.357515098446 794
"166" 119 "step_1_no_load" 1 2 1 NA NA 402 NA
"166" 119 "step_2_no_load" 3 4 0.690424535099 3 0 0.358243439099 298
"167" 119 "step_1_no_load" 1 2 1 NA NA 565 NA
"167" 119 "step_2_no_load" 3 4 0.358243439099 4 0 0.690424535099 1083
"169" 119 "step_1_no_load" 1 2 2 NA NA 458 NA
"169" 119 "step_2_no_load" 5 6 0.358243439099 5 1 0.357515098446 432
"170" 119 "step_1_no_load" 1 2 1 NA NA 817 NA
"170" 119 "step_2_no_load" 3 4 0.661177321751 3 0 0.358243439099 541
"178" 119 "step_1_no_load" 1 2 1 NA NA 374 NA
"178" 119 "step_2_no_load" 5 6 0.358243439099 5 0 0.690424535099 342
"180" 119 "step_1_no_load" 1 2 1 NA NA 225 NA
"180" 119 "step_2_no_load" 3 4 0.661177321751 3 1 0.357515098446 1056
"182" 119 "step_1_no_load" 1 2 1 NA NA 441 NA
"182" 119 "step_2_no_load" 5 6 0.357515098446 6 1 0.661177321751 360
"183" 119 "step_1_no_load" 1 2 2 NA NA 404 NA
"183" 119 "step_2_no_load" 5 6 0.690424535099 5 1 0.357515098446 616
"184" 119 "step_1_no_load" 1 2 2 NA NA 428 NA
"184" 119 "step_2_no_load" 5 6 0.690424535099 5 1 0.358243439099 641
"187" 119 "step_1_no_load" 1 2 1 NA NA 308 NA
"187" 119 "step_2_no_load" 3 4 0.661177321751 3 1 0.358243439099 355
"188" 119 "step_1_no_load" 1 2 2 NA NA 222 NA
"188" 119 "step_2_no_load" 3 4 0.661177321751 4 0 0.690424535099 501
"194" 119 "step_1_no_load" 1 2 1 NA NA 6 NA
"194" 119 "step_2_no_load" 5 6 0.690424535099 -1 -1 0.661177321751 -1
"195" 119 "step_1_no_load" 1 2 2 NA NA 255 NA
"195" 119 "step_2_no_load" 5 6 0.358243439099 6 0 0.357515098446 363
"199" 119 "step_1_no_load" 1 2 2 NA NA 1013 NA
"199" 119 "step_2_no_load" 3 4 0.661177321751 3 0 0.358243439099 1243
"203" 119 "step_1_no_load" 1 2 1 NA NA 361 NA
"203" 119 "step_2_no_load" 5 6 0.690424535099 6 1 0.357515098446 320
"206" 119 "step_1_no_load" 1 2 1 NA NA 0 NA
"206" 119 "step_2_no_load" 5 6 0.690424535099 5 0 0.358243439099 33
"207" 119 "step_1_no_load" 1 2 2 NA NA 287 NA
"207" 119 "step_2_no_load" 3 4 0.357515098446 3 0 0.358243439099 259
"208" 119 "step_1_no_load" 1 2 2 NA NA 334 NA
"208" 119 "step_2_no_load" 5 6 0.661177321751 6 1 0.690424535099 441
"210" 119 "step_1_no_load" 1 2 2 NA NA 613 NA
"210" 119 "step_2_no_load" 5 6 0.357515098446 6 1 0.661177321751 995
"211" 119 "step_1_no_load" 1 2 1 NA NA 351 NA
"211" 119 "step_2_no_load" 3 4 0.690424535099 4 0 0.357515098446 337
"212" 119 "step_1_no_load" 1 2 2 NA NA 348 NA
"212" 119 "step_2_no_load" 5 6 0.357515098446 6 0 0.661177321751 514
"213" 119 "step_1_no_load" 1 2 2 NA NA 132 NA
"213" 119 "step_2_no_load" 3 4 0.358243439099 4 1 0.661177321751 121
"217" 119 "step_1_no_load" 1 2 2 NA NA 250 NA
"217" 119 "step_2_no_load" 5 6 0.690424535099 5 1 0.661177321751 296
"220" 119 "step_1_no_load" 1 2 1 NA NA 527 NA
"220" 119 "step_2_no_load" 5 6 0.358243439099 6 1 0.690424535099 1298
"229" 119 "step_1_no_load" 1 2 1 NA NA 603 NA
"229" 119 "step_2_no_load" 3 4 0.690424535099 3 1 0.661177321751 919
"230" 119 "step_1_no_load" 1 2 1 NA NA 318 NA
"230" 119 "step_2_no_load" 5 6 0.358243439099 6 1 0.661177321751 564
"234" 119 "step_1_no_load" 1 2 1 NA NA 391 NA
"234" 119 "step_2_no_load" 5 6 0.358243439099 6 1 0.690424535099 1047
"235" 119 "step_1_no_load" 1 2 2 NA NA 479 NA
"235" 119 "step_2_no_load" 5 6 0.661177321751 6 0 0.358243439099 399
"238" 119 "step_1_no_load" 1 2 1 NA NA 879 NA
"238" 119 "step_2_no_load" 3 4 0.690424535099 3 1 0.661177321751 716
"240" 119 "step_1_no_load" 1 2 1 NA NA 292 NA
"240" 119 "step_2_no_load" 5 6 0.357515098446 5 1 0.358243439099 700
"241" 119 "step_1_no_load" 1 2 1 NA NA 384 NA
"241" 119 "step_2_no_load" 5 6 0.661177321751 6 1 0.690424535099 469
"248" 119 "step_1_no_load" 1 2 1 NA NA 251 NA
"248" 119 "step_2_no_load" 3 4 0.661177321751 3 1 0.358243439099 526
"250" 119 "step_1_no_load" 1 2 1 NA NA 269 NA
"250" 119 "step_2_no_load" 3 4 0.690424535099 4 0 0.661177321751 678
"260" 119 "step_1_no_load" 1 2 2 NA NA 452 NA
"260" 119 "step_2_no_load" 5 6 0.661177321751 5 1 0.690424535099 768
"263" 119 "step_1_no_load" 1 2 1 NA NA 426 NA
"263" 119 "step_2_no_load" 3 4 0.690424535099 4 0 0.357515098446 373
"264" 119 "step_1_no_load" 1 2 2 NA NA 977 NA
"264" 119 "step_2_no_load" 5 6 0.358243439099 6 0 0.661177321751 43
"270" 119 "step_1_no_load" 1 2 2 NA NA 193 NA
"270" 119 "step_2_no_load" 5 6 0.661177321751 5 1 0.357515098446 18
"271" 119 "step_1_no_load" 1 2 2 NA NA 336 NA
