"NS" "Trial" "Step" "Choice1" "Choice2" "Resp1" "Resp2" "Reward" "RT1" "RT2"
"159" 60 "step_1_no_load" 1 2 1 NA NA 173 NA
"159" 60 "step_2_no_load" 5 6 0.623687406259 5 0 0.491916707098 942
"160" 60 "step_1_no_load" 1 2 2 NA NA 215 NA
"160" 60 "step_2_no_load" 3 4 0.479287247283 3 1 0.599559577859 796
"161" 60 "step_1_no_load" 1 2 1 NA NA 547 NA
"161" 60 "step_2_no_load" 5 6 0.491916707098 6 0 0.623687406259 490
"165" 60 "step_1_no_load" 1 2 1 NA NA 355 NA
"165" 60 "step_2_no_load" 5 6 0.479287247283 6 0 0.491916707098 620
"166" 60 "step_1_no_load" 1 2 1 NA NA 321 NA
"166" 60 "step_2_no_load" 3 4 0.623687406259 3 1 0.479287247283 405
"167" 60 "step_1_no_load" 1 2 1 NA NA 568 NA
"167" 60 "step_2_no_load" 5 6 0.491916707098 5 0 0.599559577859 1017
"169" 60 "step_1_no_load" 1 2 1 NA NA 482 NA
"169" 60 "step_2_no_load" 3 4 0.599559577859 3 0 0.623687406259 527
"170" 60 "step_1_no_load" 1 2 1 NA NA 369 NA
"170" 60 "step_2_no_load" 5 6 0.623687406259 6 0 0.491916707098 494
"178" 60 "step_1_no_load" 1 2 1 NA NA 600 NA
"178" 60 "step_2_no_load" 5 6 0.479287247283 6 0 0.623687406259 289
"180" 60 "step_1_no_load" 1 2 2 NA NA 407 NA
"180" 60 "step_2_no_load" 3 4 0.599559577859 3 1 0.491916707098 364
"182" 60 "step_1_no_load" 1 2 1 NA NA 336 NA
"182" 60 "step_2_no_load" 3 4 0.623687406259 4 0 0.479287247283 435
"183" 60 "step_1_no_load" 1 2 2 NA NA 435 NA
"183" 60 "step_2_no_load" 5 6 0.623687406259 5 1 0.491916707098 455
"184" 60 "step_1_no_load" 1 2 2 NA NA 606 NA
"184" 60 "step_2_no_load" 5 6 0.623687406259 6 0 0.479287247283 1000
"187" 60 "step_1_no_load" 1 2 2 NA NA 219 NA
"187" 60 "step_2_no_load" 3 4 0.599559577859 4 1 0.479287247283 398
"188" 60 "step_1_no_load" 1 2 1 NA NA 423 NA
"188" 60 "step_2_no_load" 3 4 0.599559577859 3 1 0.623687406259 551
"194" 60 "step_1_no_load" 1 2 1 NA NA 6 NA
"194" 60 "step_2_no_load" 5 6 0.623687406259 6 0 0.599559577859 115
"195" 60 "step_1_no_load" 1 2 1 NA NA 417 NA
"195" 60 "step_2_no_load" 5 6 0.479287247283 6 0 0.491916707098 285
"199" 60 "step_1_no_load" 1 2 2 NA NA 1493 NA
"199" 60 "step_2_no_load" 5 6 0.623687406259 5 1 0.491916707098 640
"203" 60 "step_1_no_load" 1 2 1 NA NA 368 NA
"203" 60 "step_2_no_load" 3 4 0.599559577859 3 0 0.479287247283 364
"206" 60 "step_1_no_load" 1 2 1 NA NA 339 NA
"206" 60 "step_2_no_load" 3 4 0.599559577859 3 1 0.491916707098 103
"207" 60 "step_1_no_load" 1 2 2 NA NA 27 NA
"207" 60 "step_2_no_load" 5 6 0.599559577859 5 1 0.623687406259 696
"208" 60 "step_1_no_load" 1 2 1 NA NA 428 NA
"208" 60 "step_2_no_load" 5 6 0.599559577859 6 1 0.623687406259 748
"210" 60 "step_1_no_load" 1 2 1 NA NA 269 NA
"210" 60 "step_2_no_load" 5 6 0.491916707098 6 1 0.599559577859 507
"211" 60 "step_1_no_load" 1 2 1 NA NA 374 NA
"211" 60 "step_2_no_load" 5 6 0.599559577859 6 0 0.479287247283 410
"212" 60 "step_1_no_load" 1 2 2 NA NA 592 NA
"212" 60 "step_2_no_load" 3 4 0.479287247283 3 1 0.623687406259 891
"213" 60 "step_1_no_load" 1 2 2 NA NA 51 NA
"213" 60 "step_2_no_load" 5 6 0.491916707098 5 0 0.623687406259 234
"217" 60 "step_1_no_load" 1 2 1 NA NA 809 NA
"217" 60 "step_2_no_load" 5 6 0.623687406259 5 0 0.599559577859 610
"220" 60 "step_1_no_load" 1 2 2 NA NA 571 NA
"220" 60 "step_2_no_load" 3 4 0.599559577859 3 0 0.491916707098 551
"229" 60 "step_1_no_load" 1 2 1 NA NA 742 NA
"229" 60 "step_2_no_load" 3 4 0.623687406259 4 1 0.599559577859 1043
"230" 60 "step_1_no_load" 1 2 2 NA NA 592 NA
"230" 60 "step_2_no_load" 5 6 0.479287247283 5 1 0.599559577859 730
"234" 60 "step_1_no_load" 1 2 2 NA NA 40 NA
"234" 60 "step_2_no_load" 5 6 0.479287247283 5 0 0.623687406259 721
"235" 60 "step_1_no_load" 1 2 2 NA NA 470 NA
"235" 60 "step_2_no_load" 5 6 0.599559577859 5 1 0.479287247283 385
"238" 60 "step_1_no_load" 1 2 1 NA NA 519 NA
"238" 60 "step_2_no_load" 3 4 0.623687406259 4 1 0.599559577859 660
"240" 60 "step_1_no_load" 1 2 2 NA NA 259 NA
"240" 60 "step_2_no_load" 3 4 0.599559577859 3 1 0.623687406259 988
"241" 60 "step_1_no_load" 1 2 2 NA NA 490 NA
"241" 60 "step_2_no_load" 5 6 0.599559577859 5 0 0.623687406259 592
"248" 60 "step_1_no_load" 1 2 1 NA NA 234 NA
"248" 60 "step_2_no_load" 3 4 0.599559577859 4 1 0.479287247283 397
"250" 60 "step_1_no_load" 1 2 1 NA NA 338 NA
"250" 60 "step_2_no_load" 3 4 0.623687406259 4 1 0.599559577859 367
"260" 60 "step_1_no_load" 1 2 2 NA NA 466 NA
"260" 60 "step_2_no_load" 5 6 0.599559577859 6 1 0.623687406259 667
"263" 60 "step_1_no_load" 1 2 1 NA NA 359 NA
"263" 60 "step_2_no_load" 3 4 0.623687406259 4 0 0.491916707098 719
"264" 60 "step_1_no_load" 1 2 2 NA NA 346 NA
"264" 60 "step_2_no_load" 5 6 0.479287247283 6 1 0.599559577859 418
"270" 60 "step_1_no_load" 1 2 2 NA NA 938 NA
"270" 60 "step_2_no_load" 3 4 0.479287247283 3 0 0.623687406259 935
"271" 60 "step_1_no_load" 1 2 2 NA NA 416 NA
"271" 60 "step_2_no_load" 3 4 0.623687406259 3 1 0.479287247283 1081
"273" 60 "step_1_no_load" 1 2 2 NA NA 404 NA
"273" 60 "step_2_no_load" 5 6 0.599559577859 5 0 0.491916707098 879
"274" 60 "step_1_no_load" 1 2 1 NA NA 529 NA
"274" 60 "step_2_no_load" 3 4 0.599559577859 4 1 0.491916707098 438
"275" 60 "step_1_no_load" 1 2 1 NA NA 212 NA
"275" 60 "step_2_no_load" 3 4 0.623687406259 4 1 0.479287247283 508
"281" 60 "step_1_no_load" 1 2 1 NA NA 318 NA
"281" 60 "step_2_no_load" 3 4 0.599559577859 4 1 0.479287247283 419
"290" 60 "step_1_no_load" 1 2 2 NA NA 362 NA
"290" 60 "step_2_no_load" 5 6 0.491916707098 6 0 0.479287247283 410
"291" 60 "step_1_no_load" 1 2 2 NA NA 247 NA
"291" 60 "step_2_no_load" 5 6 0.479287247283 5 0 0.599559577859 518
"292" 60 "step_1_no_load" 1 2 1 NA NA 347 NA
"292" 60 "step_2_no_load" 3 4 0.623687406259 4 0 0.491916707098 318
"293" 60 "step_1_no_load" 1 2 2 NA NA 351 NA
"293" 60 "step_2_no_load" 5 6 0.623687406259 5 1 0.491916707098 490
"294" 60 "step_1_no_load" 1 2 1 NA NA 258 NA
"294" 60 "step_2_no_load" 3 4 0.599559577859 3 1 0.623687406259 671
"296" 60 "step_1_no_load" 1 2 1 NA NA 277 NA
"296" 60 "step_2_no_load" 3 4 0.479287247283 4 1 0.491916707098 434
"298" 60 "step_1_no_load" 1 2 1 NA NA 314 NA
"298" 60 "step_2_no_load" 3 4 0.479287247283 3 0 0.491916707098 1086
"299" 60 "step_1_no_load" 1 2 2 NA NA 321 NA
"299" 60 "step_2_no_load" 5 6 0.491916707098 6 1 0.599559577859 346
"300" 60 "step_1_no_load" 1 2 2 NA NA 377 NA
"300" 60 "step_2_no_load" 5 6 0.623687406259 5 0 0.479287247283 445
"301" 60 "step_1_no_load" 1 2 2 NA NA 481 NA
"301" 60 "step_2_no_load" 5 6 0.491916707098 6 1 0.479287247283 630
"302" 60 "step_1_no_load" 1 2 1 NA NA 419 NA
"302" 60 "step_2_no_load" 3 4 0.623687406259 4 1 0.491916707098 584
"303" 60 "step_1_no_load" 1 2 1 NA NA 379 NA
"303" 60 "step_2_no_load" 5 6 0.479287247283 5 1 0.599559577859 718
"308" 60 "step_1_no_load" 1 2 2 NA NA 541 NA
"308" 60 "step_2_no_load" 5 6 0.479287247283 6 0 0.623687406259 610
"311" 60 "step_1_no_load" 1 2 1 NA NA 348 NA
"311" 60 "step_2_no_load" 3 4 0.491916707098 4 1 0.479287247283 394
"312" 60 "step_1_no_load" 1 2 1 NA NA 499 NA
"312" 60 "step_2_no_load" 5 6 0.623687406259 6 0 0.479287247283 850
"313" 60 "step_1_no_load" 1 2 1 NA NA 206 NA
"313" 60 "step_2_no_load" 3 4 0.479287247283 3 1 0.491916707098 378
"314" 60 "step_1_no_load" 1 2 1 NA NA 288 NA
"314" 60 "step_2_no_load" 3 4 0.623687406259 3 1 0.479287247283 348
"315" 60 "step_1_no_load" 1 2 2 NA NA 446 NA
"315" 60 "step_2_no_load" 5 6 0.623687406259 5 0 0.599559577859 529
"316" 60 "step_1_no_load" 1 2 2 NA NA 280 NA
"316" 60 "step_2_no_load" 3 4 0.599559577859 3 1 0.491916707098 587
"319" 60 "step_1_no_load" 1 2 2 NA NA 388 NA
"319" 60 "step_2_no_load" 5 6 0.623687406259 6 1 0.491916707098 864
"321" 60 "step_1_no_load" 1 2 -1 NA NA -1 NA
"331" 60 "step_1_no_load" 1 2 1 NA NA 560 NA
"331" 60 "step_2_no_load" 3 4 0.479287247283 4 1 0.599559577859 339
"333" 60 "step_1_no_load" 1 2 2 NA NA 238 NA
"333" 60 "step_2_no_load" 5 6 0.479287247283 5 0 0.623687406259 310
"335" 60 "step_1_no_load" 1 2 1 NA NA 289 NA
"335" 60 "step_2_no_load" 3 4 0.491916707098 3 1 0.623687406259 593
"337" 60 "step_1_no_load" 1 2 2 NA NA 689 NA
"337" 60 "step_2_no_load" 3 4 0.599559577859 3 1 0.491916707098 1304
"338" 60 "step_1_no_load" 1 2 1 NA NA 579 NA
"338" 60 "step_2_no_load" 3 4 0.623687406259 3 1 0.599559577859 531
"339" 60 "step_1_no_load" 1 2 2 NA NA 68 NA
"339" 60 "step_2_no_load" 5 6 0.479287247283 6 1 0.623687406259 146
"344" 60 "step_1_no_load" 1 2 1 NA NA 394 NA
"344" 60 "step_2_no_load" 3 4 0.491916707098 3 0 0.599559577859 441
"345" 60 "step_1_no_load" 1 2 2 NA NA 378 NA
"345" 60 "step_2_no_load" 3 4 0.491916707098 4 0 0.599559577859 339
"348" 60 "step_1_no_load" 1 2 1 NA NA 428 NA
"348" 60 "step_2_no_load" 5 6 0.479287247283 5 0 0.623687406259 547
"349" 60 "step_1_no_load" 1 2 1 NA NA 577 NA
"349" 60 "step_2_no_load" 3 4 0.623687406259 3 1 0.599559577859 784
"350" 60 "step_1_no_load" 1 2 1 NA NA 413 NA
"350" 60 "step_2_no_load" 3 4 0.599559577859 3 0 0.491916707098 356
"353" 60 "step_1_no_load" 1 2 1 NA NA 90 NA
"353" 60 "step_2_no_load" 3 4 0.479287247283 3 0 0.599559577859 184
"356" 60 "step_1_no_load" 1 2 2 NA NA 208 NA
"356" 60 "step_2_no_load" 5 6 0.479287247283 6 0 0.623687406259 422
"357" 60 "step_1_no_load" 1 2 1 NA NA 573 NA
"357" 60 "step_2_no_load" 5 6 0.479287247283 6 1 0.623687406259 661
"358" 60 "step_1_no_load" 1 2 2 NA NA 461 NA
"358" 60 "step_2_no_load" 3 4 0.479287247283 3 0 0.491916707098 316
"359" 60 "step_1_no_load" 1 2 2 NA NA 12 NA
"359" 60 "step_2_no_load" 3 4 0.491916707098 4 0 0.479287247283 707
"360" 60 "step_1_no_load" 1 2 1 NA NA 309 NA
"360" 60 "step_2_no_load" 3 4 0.491916707098 4 0 0.599559577859 372
"364" 60 "step_1_no_load" 1 2 2 NA NA 228 NA
"364" 60 "step_2_no_load" 5 6 0.479287247283 5 1 0.491916707098 339
"110" 61 "step_1_no_load" 1 2 1 NA NA 5 NA
"110" 61 "step_2_no_load" 3 4 0.669587072502 4 0 0.464268875813 621
"111" 61 "step_1_no_load" 1 2 1 NA NA 239 NA
"111" 61 "step_2_no_load" 5 6 0.669587072502 5 1 0.464268875813 362
"114" 61 "step_1_no_load" 1 2 1 NA NA 264 NA
"114" 61 "step_2_no_load" 5 6 0.602879526975 5 0 0.669587072502 183
"116" 61 "step_1_no_load" 1 2 1 NA NA 599 NA
"116" 61 "step_2_no_load" 3 4 0.669587072502 3 1 0.527144452559 323
"117" 61 "step_1_no_load" 1 2 2 NA NA 343 NA
"117" 61 "step_2_no_load" 3 4 0.669587072502 3 1 0.602879526975 570
"119" 61 "step_1_no_load" 1 2 1 NA NA 415 NA
"119" 61 "step_2_no_load" 5 6 0.527144452559 5 0 0.464268875813 538
"120" 61 "step_1_no_load" 1 2 1 NA NA 330 NA
"120" 61 "step_2_no_load" 5 6 0.464268875813 5 1 0.527144452559 236
"121" 61 "step_1_no_load" 1 2 1 NA NA 497 NA
"121" 61 "step_2_no_load" 5 6 0.669587072502 6 1 0.602879526975 452
"122" 61 "step_1_no_load" 1 2 2 NA NA 564 NA
"122" 61 "step_2_no_load" 5 6 0.669587072502 5 1 0.464268875813 1376
"124" 61 "step_1_no_load" 1 2 2 NA NA 341 NA
"124" 61 "step_2_no_load" 5 6 0.527144452559 5 1 0.669587072502 249
"126" 61 "step_1_no_load" 1 2 1 NA NA 305 NA
"126" 61 "step_2_no_load" 3 4 0.602879526975 3 0 0.527144452559 787
"127" 61 "step_1_no_load" 1 2 2 NA NA 128 NA
"127" 61 "step_2_no_load" 5 6 0.602879526975 6 0 0.464268875813 912
"128" 61 "step_1_no_load" 1 2 2 NA NA 365 NA
"128" 61 "step_2_no_load" 5 6 0.464268875813 6 0 0.527144452559 555
"129" 61 "step_1_no_load" 1 2 2 NA NA 502 NA
"129" 61 "step_2_no_load" 5 6 0.669587072502 5 1 0.464268875813 424
"130" 61 "step_1_no_load" 1 2 1 NA NA 610 NA
"130" 61 "step_2_no_load" 3 4 0.669587072502 3 1 0.527144452559 588
"134" 61 "step_1_no_load" 1 2 1 NA NA 252 NA
"134" 61 "step_2_no_load" 3 4 0.464268875813 4 1 0.669587072502 294
"135" 61 "step_1_no_load" 1 2 2 NA NA 405 NA
"135" 61 "step_2_no_load" 5 6 0.527144452559 5 1 0.464268875813 277
"138" 61 "step_1_no_load" 1 2 2 NA NA 426 NA
"138" 61 "step_2_no_load" 5 6 0.527144452559 5 0 0.464268875813 398
"139" 61 "step_1_no_load" 1 2 2 NA NA 52 NA
"139" 61 "step_2_no_load" 5 6 0.602879526975 6 0 0.464268875813 130
"140" 61 "step_1_no_load" 1 2 1 NA NA 453 NA
"140" 61 "step_2_no_load" 3 4 0.602879526975 3 1 0.527144452559 606
"142" 61 "step_1_no_load" 1 2 1 NA NA 249 NA
"142" 61 "step_2_no_load" 3 4 0.602879526975 3 0 0.527144452559 1435
"143" 61 "step_1_no_load" 1 2 1 NA NA 326 NA
"143" 61 "step_2_no_load" 3 4 0.602879526975 3 0 0.669587072502 374
"144" 61 "step_1_no_load" 1 2 1 NA NA 437 NA
"144" 61 "step_2_no_load" 3 4 0.602879526975 4 0 0.464268875813 266
"146" 61 "step_1_no_load" 1 2 1 NA NA 372 NA
"146" 61 "step_2_no_load" 5 6 0.464268875813 6 1 0.669587072502 997
"148" 61 "step_1_no_load" 1 2 2 NA NA 325 NA
"148" 61 "step_2_no_load" 5 6 0.464268875813 5 1 0.669587072502 498
"150" 61 "step_1_no_load" 1 2 1 NA NA 289 NA
"150" 61 "step_2_no_load" 5 6 0.464268875813 5 1 0.602879526975 1289
"151" 61 "step_1_no_load" 1 2 1 NA NA 301 NA
"151" 61 "step_2_no_load" 3 4 0.527144452559 4 0 0.464268875813 356
"152" 61 "step_1_no_load" 1 2 1 NA NA 290 NA
"152" 61 "step_2_no_load" 3 4 0.669587072502 3 1 0.464268875813 436
"153" 61 "step_1_no_load" 1 2 2 NA NA 247 NA
"153" 61 "step_2_no_load" 5 6 0.602879526975 5 1 0.669587072502 420
"154" 61 "step_1_no_load" 1 2 2 NA NA 250 NA
"154" 61 "step_2_no_load" 5 6 0.527144452559 5 0 0.464268875813 267
"156" 61 "step_1_no_load" 1 2 1 NA NA 320 NA
"156" 61 "step_2_no_load" 5 6 0.464268875813 5 0 0.602879526975 547
"159" 61 "step_1_no_load" 1 2 1 NA NA 246 NA
"159" 61 "step_2_no_load" 5 6 0.669587072502 5 1 0.464268875813 577
"160" 61 "step_1_no_load" 1 2 2 NA NA 411 NA
"160" 61 "step_2_no_load" 3 4 0.527144452559 3 1 0.602879526975 614
"161" 61 "step_1_no_load" 1 2 1 NA NA 235 NA
"161" 61 "step_2_no_load" 5 6 0.464268875813 5 0 0.669587072502 487
"165" 61 "step_1_no_load" 1 2 1 NA NA 325 NA
"165" 61 "step_2_no_load" 3 4 0.602879526975 3 0 0.669587072502 318
"166" 61 "step_1_no_load" 1 2 1 NA NA 284 NA
"166" 61 "step_2_no_load" 3 4 0.669587072502 3 1 0.527144452559 351
"167" 61 "step_1_no_load" 1 2 1 NA NA 547 NA
"167" 61 "step_2_no_load" 3 4 0.527144452559 4 0 0.669587072502 606
"169" 61 "step_1_no_load" 1 2 1 NA NA 548 NA
"169" 61 "step_2_no_load" 5 6 0.527144452559 6 1 0.464268875813 1220
"170" 61 "step_1_no_load" 1 2 2 NA NA 420 NA
"170" 61 "step_2_no_load" 5 6 0.669587072502 5 0 0.464268875813 633
"178" 61 "step_1_no_load" 1 2 1 NA NA 359 NA
"178" 61 "step_2_no_load" 3 4 0.602879526975 3 0 0.464268875813 370
"180" 61 "step_1_no_load" 1 2 1 NA NA 630 NA
"180" 61 "step_2_no_load" 3 4 0.602879526975 3 1 0.464268875813 907
"182" 61 "step_1_no_load" 1 2 1 NA NA 230 NA
"182" 61 "step_2_no_load" 3 4 0.669587072502 4 1 0.527144452559 391
"183" 61 "step_1_no_load" 1 2 2 NA NA 486 NA
"183" 61 "step_2_no_load" 5 6 0.669587072502 5 1 0.464268875813 419
"184" 61 "step_1_no_load" 1 2 1 NA NA 792 NA
"184" 61 "step_2_no_load" 3 4 0.464268875813 4 1 0.602879526975 1199
"187" 61 "step_1_no_load" 1 2 2 NA NA 264 NA
"187" 61 "step_2_no_load" 5 6 0.669587072502 6 0 0.464268875813 221
"188" 61 "step_1_no_load" 1 2 1 NA NA 269 NA
"188" 61 "step_2_no_load" 3 4 0.602879526975 3 0 0.669587072502 386
"194" 61 "step_1_no_load" 1 2 2 NA NA 18 NA
"194" 61 "step_2_no_load" 3 4 0.464268875813 4 1 0.527144452559 40
"195" 61 "step_1_no_load" 1 2 2 NA NA 415 NA
"195" 61 "step_2_no_load" 5 6 0.527144452559 5 1 0.464268875813 368
"199" 61 "step_1_no_load" 1 2 2 NA NA 781 NA
"199" 61 "step_2_no_load" 5 6 0.669587072502 5 0 0.464268875813 1079
"203" 61 "step_1_no_load" 1 2 1 NA NA 355 NA
"203" 61 "step_2_no_load" 3 4 0.602879526975 4 0 0.527144452559 426
"206" 61 "step_1_no_load" 1 2 1 NA NA 259 NA
"206" 61 "step_2_no_load" 3 4 0.602879526975 3 1 0.464268875813 52
"207" 61 "step_1_no_load" 1 2 2 NA NA 429 NA
"207" 61 "step_2_no_load" 5 6 0.602879526975 5 1 0.669587072502 298
"208" 61 "step_1_no_load" 1 2 1 NA NA 260 NA
"208" 61 "step_2_no_load" 5 6 0.602879526975 6 1 0.669587072502 491
"210" 61 "step_1_no_load" 1 2 2 NA NA 773 NA
"210" 61 "step_2_no_load" 5 6 0.464268875813 -1 -1 0.602879526975 -1
"211" 61 "step_1_no_load" 1 2 1 NA NA 458 NA
"211" 61 "step_2_no_load" 3 4 0.669587072502 4 1 0.464268875813 557
"212" 61 "step_1_no_load" 1 2 2 NA NA 500 NA
"212" 61 "step_2_no_load" 5 6 0.464268875813 6 1 0.602879526975 688
"213" 61 "step_1_no_load" 1 2 1 NA NA 645 NA
"213" 61 "step_2_no_load" 3 4 0.527144452559 3 0 0.602879526975 761
"217" 61 "step_1_no_load" 1 2 2 NA NA 273 NA
"217" 61 "step_2_no_load" 5 6 0.669587072502 6 1 0.602879526975 411
"220" 61 "step_1_no_load" 1 2 2 NA NA 421 NA
"220" 61 "step_2_no_load" 5 6 0.527144452559 5 1 0.669587072502 426
"229" 61 "step_1_no_load" 1 2 -1 NA NA -1 NA
"230" 61 "step_1_no_load" 1 2 2 NA NA 259 NA
"230" 61 "step_2_no_load" 5 6 0.527144452559 6 1 0.602879526975 593
"234" 61 "step_1_no_load" 1 2 1 NA NA 842 NA
"234" 61 "step_2_no_load" 3 4 0.464268875813 4 1 0.602879526975 668
"235" 61 "step_1_no_load" 1 2 2 NA NA 438 NA
"235" 61 "step_2_no_load" 5 6 0.602879526975 6 0 0.527144452559 0
"238" 61 "step_1_no_load" 1 2 1 NA NA 505 NA
"238" 61 "step_2_no_load" 3 4 0.669587072502 4 1 0.602879526975 424
"240" 61 "step_1_no_load" 1 2 2 NA NA 406 NA
"240" 61 "step_2_no_load" 5 6 0.464268875813 5 0 0.527144452559 331
"241" 61 "step_1_no_load" 1 2 1 NA NA 246 NA
"241" 61 "step_2_no_load" 3 4 0.527144452559 4 0 0.464268875813 363
"248" 61 "step_1_no_load" 1 2 1 NA NA 222 NA
"248" 61 "step_2_no_load" 3 4 0.602879526975 4 1 0.527144452559 394
"250" 61 "step_1_no_load" 1 2 1 NA NA 354 NA
"250" 61 "step_2_no_load" 3 4 0.669587072502 3 1 0.602879526975 388
"260" 61 "step_1_no_load" 1 2 1 NA NA 393 NA
"260" 61 "step_2_no_load" 3 4 0.464268875813 3 0 0.527144452559 849
"263" 61 "step_1_no_load" 1 2 1 NA NA 468 NA
"263" 61 "step_2_no_load" 5 6 0.602879526975 6 1 0.527144452559 487
"264" 61 "step_1_no_load" 1 2 1 NA NA 368 NA
"264" 61 "step_2_no_load" 5 6 0.527144452559 5 0 0.602879526975 366
"270" 61 "step_1_no_load" 1 2 1 NA NA 420 NA
"270" 61 "step_2_no_load" 3 4 0.527144452559 4 1 0.669587072502 455
"271" 61 "step_1_no_load" 1 2 1 NA NA 348 NA
"271" 61 "step_2_no_load" 3 4 0.669587072502 4 1 0.527144452559 836
"273" 61 "step_1_no_load" 1 2 2 NA NA 352 NA
"273" 61 "step_2_no_load" 3 4 0.669587072502 4 1 0.527144452559 434
"274" 61 "step_1_no_load" 1 2 1 NA NA 466 NA
"274" 61 "step_2_no_load" 5 6 0.669587072502 6 0 0.527144452559 342
"275" 61 "step_1_no_load" 1 2 1 NA NA 402 NA
"275" 61 "step_2_no_load" 5 6 0.602879526975 6 0 0.464268875813 421
"281" 61 "step_1_no_load" 1 2 1 NA NA 485 NA
"281" 61 "step_2_no_load" 5 6 0.464268875813 6 0 0.669587072502 522
"290" 61 "step_1_no_load" 1 2 2 NA NA 446 NA
"290" 61 "step_2_no_load" 5 6 0.464268875813 6 0 0.527144452559 1052
"291" 61 "step_1_no_load" 1 2 2 NA NA 436 NA
"291" 61 "step_2_no_load" 5 6 0.527144452559 6 1 0.602879526975 621
"292" 61 "step_1_no_load" 1 2 1 NA NA 252 NA
"292" 61 "step_2_no_load" 3 4 0.669587072502 3 1 0.464268875813 360
"293" 61 "step_1_no_load" 1 2 2 NA NA 410 NA
"293" 61 "step_2_no_load" 5 6 0.669587072502 5 1 0.464268875813 463
"294" 61 "step_1_no_load" 1 2 1 NA NA 415 NA
"294" 61 "step_2_no_load" 3 4 0.602879526975 3 1 0.669587072502 606
"296" 61 "step_1_no_load" 1 2 1 NA NA 476 NA
"296" 61 "step_2_no_load" 3 4 0.527144452559 4 0 0.464268875813 533
"298" 61 "step_1_no_load" 1 2 1 NA NA 401 NA
"298" 61 "step_2_no_load" 5 6 0.602879526975 5 0 0.669587072502 1409
"299" 61 "step_1_no_load" 1 2 2 NA NA 325 NA
"299" 61 "step_2_no_load" 3 4 0.669587072502 4 0 0.527144452559 638
"300" 61 "step_1_no_load" 1 2 1 NA NA 306 NA
"300" 61 "step_2_no_load" 3 4 0.464268875813 3 0 0.602879526975 398
"301" 61 "step_1_no_load" 1 2 2 NA NA 418 NA
"301" 61 "step_2_no_load" 5 6 0.464268875813 6 0 0.527144452559 608
"302" 61 "step_1_no_load" 1 2 1 NA NA 316 NA
"302" 61 "step_2_no_load" 3 4 0.669587072502 4 1 0.464268875813 481
"303" 61 "step_1_no_load" 1 2 1 NA NA 236 NA
"303" 61 "step_2_no_load" 3 4 0.669587072502 3 1 0.464268875813 655
"308" 61 "step_1_no_load" 1 2 2 NA NA 798 NA
"308" 61 "step_2_no_load" 5 6 0.527144452559 6 1 0.669587072502 502
"311" 61 "step_1_no_load" 1 2 1 NA NA 245 NA
"311" 61 "step_2_no_load" 5 6 0.669587072502 6 0 0.602879526975 333
"312" 61 "step_1_no_load" 1 2 1 NA NA 396 NA
"312" 61 "step_2_no_load" 5 6 0.669587072502 5 1 0.527144452559 869
"313" 61 "step_1_no_load" 1 2 1 NA NA 303 NA
"313" 61 "step_2_no_load" 3 4 0.527144452559 3 0 0.464268875813 340
"314" 61 "step_1_no_load" 1 2 1 NA NA 0 NA
"314" 61 "step_2_no_load" 5 6 0.464268875813 5 1 0.602879526975 250
"315" 61 "step_1_no_load" 1 2 2 NA NA 373 NA
"315" 61 "step_2_no_load" 5 6 0.669587072502 5 1 0.602879526975 1264
"316" 61 "step_1_no_load" 1 2 1 NA NA 146 NA
"316" 61 "step_2_no_load" 5 6 0.669587072502 6 0 0.527144452559 835
"319" 61 "step_1_no_load" 1 2 2 NA NA 437 NA
"319" 61 "step_2_no_load" 3 4 0.602879526975 4 1 0.527144452559 1262
"321" 61 "step_1_no_load" 1 2 1 NA NA 1221 NA
"321" 61 "step_2_no_load" 5 6 0.527144452559 5 1 0.602879526975 524
"331" 61 "step_1_no_load" 1 2 2 NA NA 652 NA
"331" 61 "step_2_no_load" 5 6 0.669587072502 5 1 0.464268875813 438
"333" 61 "step_1_no_load" 1 2 2 NA NA 168 NA
"333" 61 "step_2_no_load" 5 6 0.527144452559 6 0 0.669587072502 383
"335" 61 "step_1_no_load" 1 2 1 NA NA 268 NA
"335" 61 "step_2_no_load" 5 6 0.602879526975 5 0 0.527144452559 458
"337" 61 "step_1_no_load" 1 2 2 NA NA 676 NA
"337" 61 "step_2_no_load" 5 6 0.669587072502 5 1 0.527144452559 1018
"338" 61 "step_1_no_load" 1 2 1 NA NA 566 NA
"338" 61 "step_2_no_load" 5 6 0.527144452559 5 1 0.464268875813 669
"339" 61 "step_1_no_load" 1 2 2 NA NA 455 NA
"339" 61 "step_2_no_load" 3 4 0.602879526975 3 1 0.464268875813 766
"344" 61 "step_1_no_load" 1 2 1 NA NA 957 NA
"344" 61 "step_2_no_load" 5 6 0.669587072502 5 0 0.527144452559 452
"345" 61 "step_1_no_load" 1 2 2 NA NA 179 NA
"345" 61 "step_2_no_load" 5 6 0.669587072502 6 1 0.527144452559 526
"348" 61 "step_1_no_load" 1 2 1 NA NA 416 NA
"348" 61 "step_2_no_load" 3 4 0.602879526975 4 1 0.464268875813 430
"349" 61 "step_1_no_load" 1 2 1 NA NA 487 NA
"349" 61 "step_2_no_load" 3 4 0.669587072502 3 1 0.602879526975 526
"350" 61 "step_1_no_load" 1 2 2 NA NA 872 NA
"350" 61 "step_2_no_load" 5 6 0.669587072502 5 0 0.527144452559 642
"353" 61 "step_1_no_load" 1 2 2 NA NA 501 NA
