"subjID"	"Type"	"Proba"
"265"	199	"PRCw"	0.835820895522388
"266"	199	"PRRw"	0.857142857142857
"267"	199	"PUCw"	0.711864406779661
"268"	199	"PURw"	0.5
"269"	200	"PRCw"	0.987951807228916
"270"	200	"PRRw"	0.958333333333333
"271"	200	"PUCw"	0.843137254901961
"272"	200	"PURw"	0.8125
"273"	201	"PRCw"	0.857142857142857
"274"	201	"PRRw"	0.961538461538462
"275"	201	"PUCw"	0.8
"276"	201	"PURw"	0.857142857142857
"277"	203	"PRCw"	0.888888888888889
"278"	203	"PRRw"	0.967741935483871
"279"	203	"PUCw"	0.691176470588235
"280"	203	"PURw"	0.826086956521739
"281"	204	"PRCw"	0.973684210526316
"282"	204	"PRRw"	0.96969696969697
"283"	204	"PUCw"	1
"284"	204	"PURw"	1
"285"	205	"PRCw"	1
"286"	205	"PRRw"	1
"287"	205	"PUCw"	0.942857142857143
"288"	205	"PURw"	1
"289"	206	"PRCw"	0.790123456790123
"290"	206	"PRRw"	0.928571428571429
"291"	206	"PUCw"	0.627450980392157
"292"	206	"PURw"	0.785714285714286
"293"	207	"PRCw"	0.746031746031746
"294"	207	"PRRw"	0.666666666666667
"295"	207	"PUCw"	0.53968253968254
"296"	207	"PURw"	0.545454545454545
"297"	208	"PRCw"	0.730769230769231
"298"	208	"PRRw"	0.730769230769231
"299"	208	"PUCw"	0.709090909090909
"300"	208	"PURw"	0.806451612903226
"301"	209	"PRCw"	0.342105263157895
"302"	209	"PRRw"	0.433333333333333
"303"	209	"PUCw"	0.5
"304"	209	"PURw"	0.434782608695652
"305"	210	"PRCw"	0.868852459016393
"306"	210	"PRRw"	0.95
"307"	210	"PUCw"	0.708333333333333
"308"	210	"PURw"	0.6875
"309"	211	"PRCw"	0.733333333333333
"310"	211	"PRRw"	0.857142857142857
"311"	211	"PUCw"	0.9
"312"	211	"PURw"	0.870967741935484
"313"	212	"PRCw"	0.790123456790123
"314"	212	"PRRw"	0.617647058823529
"315"	212	"PUCw"	0.607843137254902
"316"	212	"PURw"	0.782608695652174
"317"	213	"PRCw"	0.585714285714286
"318"	213	"PRRw"	0.676470588235294
"319"	213	"PUCw"	0.741935483870968
"320"	213	"PURw"	0.625
"321"	214	"PRCw"	0.974358974358974
"322"	214	"PRRw"	1
"323"	214	"PUCw"	0.555555555555556
"324"	214	"PURw"	0.260869565217391
"325"	217	"PRCw"	0.573529411764706
"326"	217	"PRRw"	0.741935483870968
"327"	217	"PUCw"	0.671875
"328"	217	"PURw"	0.777777777777778
"329"	218	"PRCw"	0.94047619047619
"330"	218	"PRRw"	0.96969696969697
"331"	218	"PUCw"	0.717391304347826
"332"	218	"PURw"	0.653846153846154
"333"	219	"PRCw"	0.948051948051948
"334"	219	"PRRw"	0.928571428571429
"335"	219	"PUCw"	0.789473684210526
"336"	219	"PURw"	0.678571428571429
"337"	220	"PRCw"	0.897058823529412
"338"	220	"PRRw"	0.931034482758621
"339"	220	"PUCw"	0.846153846153846
"340"	220	"PURw"	0.791666666666667
"341"	222	"PRCw"	0.957746478873239
"342"	222	"PRRw"	1
"343"	222	"PUCw"	0.966666666666667
"344"	222	"PURw"	0.928571428571429
"345"	223	"PRCw"	0.561643835616438
"346"	223	"PRRw"	0.652173913043478
"347"	223	"PUCw"	0.672131147540984
"348"	223	"PURw"	0.8125
"349"	224	"PRCw"	0.5
"350"	224	"PRRw"	0.675675675675676
"351"	224	"PUCw"	0.76271186440678
"352"	224	"PURw"	0.722222222222222
"353"	225	"PRCw"	0.477611940298507
"354"	225	"PRRw"	0.612903225806452
"355"	225	"PUCw"	0.446153846153846
"356"	225	"PURw"	0.32
"357"	226	"PRCw"	0.986666666666667
"358"	226	"PRRw"	0.911764705882353
"359"	226	"PUCw"	0.741379310344828
"360"	226	"PURw"	0.857142857142857
"361"	227	"PRCw"	0.902439024390244
"362"	227	"PRRw"	1
"363"	227	"PUCw"	0.884615384615385
"364"	227	"PURw"	0.857142857142857
"365"	228	"PRCw"	0.884057971014493
"366"	228	"PRRw"	0.964285714285714
"367"	228	"PUCw"	0.661538461538462
"368"	228	"PURw"	0.892857142857143
"369"	229	"PRCw"	0.590909090909091
"370"	229	"PRRw"	0.461538461538462
"371"	229	"PUCw"	0.7
"372"	229	"PURw"	0.608695652173913
"373"	230	"PRCw"	0.925925925925926
"374"	230	"PRRw"	0.944444444444444
"375"	230	"PUCw"	0.851063829787234
"376"	230	"PURw"	0.8
"377"	231	"PRCw"	0.835820895522388
"378"	231	"PRRw"	0.763157894736842
"379"	231	"PUCw"	0.861538461538462
"380"	231	"PURw"	0.684210526315789
"381"	232	"PRCw"	1
"382"	232	"PRRw"	1
"383"	232	"PUCw"	0.961538461538462
"384"	232	"PURw"	0.961538461538462
"385"	234	"PRCw"	0.850746268656716
"386"	234	"PRRw"	0.75
"387"	234	"PUCw"	0.790322580645161
"388"	234	"PURw"	0.730769230769231
"389"	235	"PRCw"	0.73015873015873
"390"	235	"PRRw"	0.709677419354839
"391"	235	"PUCw"	0.878787878787879
"392"	235	"PURw"	0.692307692307692
"393"	238	"PRCw"	0.887096774193548
"394"	238	"PRRw"	0.761904761904762
"395"	238	"PUCw"	0.771929824561403
"396"	238	"PURw"	0.689655172413793
"397"	240	"PRCw"	0.845070422535211
"398"	240	"PRRw"	0.92
"399"	240	"PUCw"	0.525423728813559
"400"	240	"PURw"	0.666666666666667
"401"	241	"PRCw"	0.36
"402"	241	"PRRw"	0.384615384615385
"403"	241	"PUCw"	0.525423728813559
"404"	241	"PURw"	0.566666666666667
"405"	243	"PRCw"	0.876543209876543
"406"	243	"PRRw"	0.709677419354839
"407"	243	"PUCw"	0.73469387755102
"408"	243	"PURw"	0.84
"409"	244	"PRCw"	0.876543209876543
"410"	244	"PRRw"	0.857142857142857
"411"	244	"PUCw"	0.795918367346939
"412"	244	"PURw"	0.75
"413"	246	"PRCw"	0.879518072289157
"414"	246	"PRRw"	0.774193548387097
"415"	246	"PUCw"	0.69047619047619
"416"	246	"PURw"	0.91304347826087
"417"	248	"PRCw"	1
"418"	248	"PRRw"	0.444444444444444
"419"	248	"PUCw"	0.533333333333333
"420"	248	"PURw"	0.583333333333333
"421"	249	"PRCw"	0.96875
"422"	249	"PRRw"	0.942857142857143
"423"	249	"PUCw"	0.967741935483871
"424"	249	"PURw"	0.954545454545455
"425"	250	"PRCw"	0.985507246376812
"426"	250	"PRRw"	0.857142857142857
"427"	250	"PUCw"	0.920634920634921
"428"	250	"PURw"	0.956521739130435
"429"	251	"PRCw"	1
"430"	251	"PRRw"	1
"431"	251	"PUCw"	1
"432"	251	"PURw"	1
"433"	252	"PRCw"	0.955223880597015
"434"	252	"PRRw"	1
"435"	252	"PUCw"	0.769230769230769
"436"	252	"PURw"	1
"437"	253	"PRCw"	1
"438"	253	"PRRw"	1
"439"	253	"PUCw"	1
"440"	253	"PURw"	1
"441"	254	"PRCw"	0.985294117647059
"442"	254	"PRRw"	0.96551724137931
"443"	254	"PUCw"	0.916666666666667
"444"	254	"PURw"	0.884615384615385
"445"	255	"PRCw"	0.891566265060241
"446"	255	"PRRw"	0.852941176470588
"447"	255	"PUCw"	0.877551020408163
"448"	255	"PURw"	0.791666666666667
"449"	259	"PRCw"	1
"450"	259	"PRRw"	0.952380952380952
"451"	259	"PUCw"	0.975
"452"	259	"PURw"	0.942857142857143
"453"	260	"PRCw"	0.46875
"454"	260	"PRRw"	0.407407407407407
"455"	260	"PUCw"	0.5
"456"	260	"PURw"	0.636363636363636
"457"	261	"PRCw"	0.974683544303797
"458"	261	"PRRw"	0.966666666666667
"459"	261	"PUCw"	0.843137254901961
"460"	261	"PURw"	1
"461"	262	"PRCw"	0.457627118644068
"462"	262	"PRRw"	0.5
"463"	262	"PUCw"	0.573529411764706
"464"	262	"PURw"	0.428571428571429
"465"	263	"PRCw"	0.836065573770492
"466"	263	"PRRw"	0.653846153846154
"467"	263	"PUCw"	0.721311475409836
"468"	263	"PURw"	0.76
"469"	264	"PRCw"	0.630769230769231
"470"	264	"PRRw"	0.592592592592593
"471"	264	"PUCw"	0.661538461538462
"472"	264	"PURw"	0.523809523809524
"473"	265	"PRCw"	0.783333333333333
"474"	265	"PRRw"	0.909090909090909
"475"	265	"PUCw"	0.852941176470588
"476"	265	"PURw"	0.962962962962963
"477"	266	"PRCw"	0.875
"478"	266	"PRRw"	0.862068965517241
"479"	266	"PUCw"	0.578947368421053
"480"	266	"PURw"	0.68
"481"	267	"PRCw"	0.6
"482"	267	"PRRw"	0.67741935483871
"483"	267	"PUCw"	0.526315789473684
"484"	267	"PURw"	0.333333333333333
"485"	269	"PRCw"	0.782608695652174
"486"	269	"PRRw"	0.695652173913043
"487"	269	"PUCw"	0.636363636363636
"488"	269	"PURw"	0.580645161290323
"489"	270	"PRCw"	0.654545454545455
"490"	270	"PRRw"	0.724137931034483
"491"	270	"PUCw"	0.53125
"492"	270	"PURw"	0.521739130434783
"493"	271	"PRCw"	0.9
"494"	271	"PRRw"	0.717948717948718
"495"	271	"PUCw"	0.847457627118644
"496"	271	"PURw"	0.7
"497"	272	"PRCw"	0.28
"498"	272	"PRRw"	0.147058823529412
"499"	272	"PUCw"	0.298245614035088
"500"	272	"PURw"	0.391304347826087
"501"	273	"PRCw"	0.918918918918919
"502"	273	"PRRw"	0.914285714285714
"503"	273	"PUCw"	0.709090909090909
"504"	273	"PURw"	0.541666666666667
"505"	274	"PRCw"	0.985294117647059
"506"	274	"PRRw"	0.964285714285714
"507"	274	"PUCw"	0.928571428571429
"508"	274	"PURw"	0.964285714285714
"509"	275	"PRCw"	0.942028985507246
"510"	275	"PRRw"	0.941176470588235
"511"	275	"PUCw"	0.433333333333333
"512"	275	"PURw"	0.666666666666667
"513"	276	"PRCw"	0.693877551020408
"514"	276	"PRRw"	0.888888888888889
"515"	276	"PUCw"	0.72
"516"	276	"PURw"	0.703703703703704
"517"	277	"PRCw"	0.434782608695652
"518"	277	"PRRw"	0.458333333333333
"519"	277	"PUCw"	0.583333333333333
"520"	277	"PURw"	0.676470588235294
"521"	278	"PRCw"	0.704225352112676
"522"	278	"PRRw"	0.465116279069767
"523"	278	"PUCw"	0.644067796610169
"524"	278	"PURw"	0.461538461538462
"525"	279	"PRCw"	0.985714285714286
"526"	279	"PRRw"	0.870967741935484
"527"	279	"PUCw"	0.639344262295082
"528"	279	"PURw"	0.807692307692308
"529"	280	"PRCw"	0.930555555555556
"530"	280	"PRRw"	0.875
"531"	280	"PUCw"	0.833333333333333
"532"	280	"PURw"	0.827586206896552
"533"	281	"PRCw"	0.915492957746479
"534"	281	"PRRw"	0.96551724137931
"535"	281	"PUCw"	0.733333333333333
"536"	281	"PURw"	0.72
"537"	282	"PRCw"	0.873417721518987
"538"	282	"PRRw"	0.941176470588235
"539"	282	"PUCw"	0.730769230769231
"540"	282	"PURw"	0.869565217391304
"541"	283	"PRCw"	0.91566265060241
"542"	283	"PRRw"	0.7
"543"	283	"PUCw"	0.42
"544"	283	"PURw"	0.384615384615385
"545"	284	"PRCw"	0.688524590163934
"546"	284	"PRRw"	0.684210526315789
"547"	284	"PUCw"	0.590163934426229
"548"	284	"PURw"	0.606060606060606
"549"	285	"PRCw"	0.973333333333333
"550"	285	"PRRw"	1
"551"	285	"PUCw"	0.339622641509434
"552"	285	"PURw"	0.346153846153846
"553"	286	"PRCw"	0.987012987012987
"554"	286	"PRRw"	0.962962962962963
"555"	286	"PUCw"	0.962962962962963
"556"	286	"PURw"	1
"557"	288	"PRCw"	0.65625
"558"	288	"PRRw"	0.523809523809524
"559"	288	"PUCw"	0.80952380952381
"560"	288	"PURw"	0.6
"561"	289	"PRCw"	0.341772151898734
"562"	289	"PRRw"	0.514285714285714
"563"	289	"PUCw"	0.403846153846154
"564"	289	"PURw"	0.2
"565"	290	"PRCw"	0.839285714285714
"566"	290	"PRRw"	0.848484848484849
"567"	290	"PUCw"	0.774647887323944
"568"	290	"PURw"	0.705882352941177
"569"	291	"PRCw"	0.891891891891892
"570"	291	"PRRw"	0.888888888888889
"571"	291	"PUCw"	0.678571428571429
"572"	291	"PURw"	0.620689655172414
"573"	292	"PRCw"	0.986666666666667
"574"	292	"PRRw"	0.857142857142857
"575"	292	"PUCw"	0.711864406779661
"576"	292	"PURw"	0.807692307692308
"577"	293	"PRCw"	0.957142857142857
"578"	293	"PRRw"	0.851851851851852
"579"	293	"PUCw"	0.843137254901961
"580"	293	"PURw"	0.947368421052632
"581"	294	"PRCw"	1
"582"	294	"PRRw"	1
"583"	294	"PUCw"	0.961538461538462
"584"	294	"PURw"	0.956521739130435
"585"	296	"PRCw"	0.676923076923077
"586"	296	"PRRw"	0.741935483870968
"587"	296	"PUCw"	0.53125
"588"	296	"PURw"	0.652173913043478
"589"	298	"PRCw"	0.986111111111111
"590"	298	"PRRw"	0.91304347826087
"591"	298	"PUCw"	0.886792452830189
"592"	298	"PURw"	0.96875
"593"	299	"PRCw"	0.984615384615385
"594"	299	"PRRw"	1
"595"	299	"PUCw"	0.835820895522388
"596"	299	"PURw"	0.846153846153846
"597"	300	"PRCw"	0.924242424242424
"598"	300	"PRRw"	0.821428571428571
"599"	300	"PUCw"	0.873015873015873
"600"	300	"PURw"	0.9
"601"	301	"PRCw"	0.909090909090909
"602"	301	"PRRw"	0.84
"603"	301	"PUCw"	0.830188679245283
"604"	301	"PURw"	0.583333333333333
"605"	302	"PRCw"	0.613333333333333
"606"	302	"PRRw"	0.583333333333333
"607"	302	"PUCw"	0.847457627118644
"608"	302	"PURw"	0.666666666666667
"609"	303	"PRCw"	0.988095238095238
"610"	303	"PRRw"	0.857142857142857
"611"	303	"PUCw"	0.8125
"612"	303	"PURw"	0.956521739130435
"613"	305	"PRCw"	1
"614"	305	"PRRw"	1
"615"	305	"PUCw"	1
"616"	305	"PURw"	1
"617"	308	"PRCw"	0.918604651162791
"618"	308	"PRRw"	0.909090909090909
"619"	308	"PUCw"	0.421052631578947
"620"	308	"PURw"	0.482758620689655
"621"	311	"PRCw"	0.968253968253968
"622"	311	"PRRw"	0.785714285714286
"623"	311	"PUCw"	0.623188405797101
"624"	311	"PURw"	0.821428571428571
"625"	312	"PRCw"	0.855555555555556
"626"	312	"PRRw"	0.9
"627"	312	"PUCw"	0.804878048780488
"628"	312	"PURw"	0.88
"629"	313	"PRCw"	0.986111111111111
"630"	313	"PRRw"	0.5625
"631"	313	"PUCw"	0.564516129032258
"632"	313	"PURw"	0.791666666666667
"633"	314	"PRCw"	0.945945945945946
"634"	314	"PRRw"	0.652173913043478
"635"	314	"PUCw"	0.508771929824561
"636"	314	"PURw"	0.933333333333333
"637"	315	"PRCw"	0.717948717948718
"638"	315	"PRRw"	0.75
"639"	315	"PUCw"	0.557692307692308
"640"	315	"PURw"	0.565217391304348
"641"	316	"PRCw"	0.915492957746479
"642"	316	"PRRw"	0.735294117647059
"643"	316	"PUCw"	0.315789473684211
"644"	316	"PURw"	0.35
"645"	317	"PRCw"	0.98780487804878
"646"	317	"PRRw"	1
"647"	317	"PUCw"	0.958333333333333
"648"	317	"PURw"	0.952380952380952
"649"	318	"PRCw"	1
"650"	318	"PRRw"	1
"651"	318	"PUCw"	1
"652"	318	"PURw"	1
"653"	319	"PRCw"	0.953846153846154
"654"	319	"PRRw"	0.931034482758621
"655"	319	"PUCw"	0.728813559322034
"656"	319	"PURw"	0.769230769230769
"657"	320	"PRCw"	0.850746268656716
"658"	320	"PRRw"	0.695652173913043
"659"	320	"PUCw"	0.431034482758621
"660"	320	"PURw"	0.551724137931034
"661"	321	"PRCw"	0.895522388059702
"662"	321	"PRRw"	0.571428571428571
"663"	321	"PUCw"	0.535714285714286
"664"	321	"PURw"	0.5
"665"	322	"PRCw"	0.36
"666"	322	"PRRw"	0.545454545454545
"667"	322	"PUCw"	0.573770491803279
"668"	322	"PURw"	0.481481481481481
"669"	323	"PRCw"	0.959459459459459
"670"	323	"PRRw"	0.862068965517241
"671"	323	"PUCw"	0.815789473684211
"672"	323	"PURw"	1
"673"	324	"PRCw"	0.2
"674"	324	"PRRw"	0.121212121212121
"675"	324	"PUCw"	0.319148936170213
"676"	324	"PURw"	0.222222222222222
"677"	325	"PRCw"	1
"678"	325	"PRRw"	1
"679"	325	"PUCw"	1
"680"	325	"PURw"	1
"681"	326	"PRCw"	0.465753424657534
"682"	326	"PRRw"	0.451612903225806
"683"	326	"PUCw"	0.508196721311475
"684"	326	"PURw"	0.76
"685"	327	"PRCw"	0.955223880597015
"686"	327	"PRRw"	1
"687"	327	"PUCw"	0.968253968253968
"688"	327	"PURw"	0.90625
"689"	328	"PRCw"	0.948051948051948
"690"	328	"PRRw"	0.971428571428571
"691"	328	"PUCw"	0.454545454545455
"692"	328	"PURw"	0.523809523809524
"693"	329	"PRCw"	0.783132530120482
"694"	329	"PRRw"	0.529411764705882
"695"	329	"PUCw"	0.44
"696"	329	"PURw"	0.363636363636364
"697"	330	"PRCw"	0.415094339622642
"698"	330	"PRRw"	0.72
"699"	330	"PUCw"	0.65625
"700"	330	"PURw"	0.583333333333333
"701"	331	"PRCw"	0.904109589041096
"702"	331	"PRRw"	0.916666666666667
"703"	331	"PUCw"	0.576271186440678
"704"	331	"PURw"	0.409090909090909
"705"	333	"PRCw"	0.9875
"706"	333	"PRRw"	0.5
"707"	333	"PUCw"	0.634615384615385
"708"	333	"PURw"	0.966666666666667
"709"	335	"PRCw"	0.810126582278481
"710"	335	"PRRw"	0.837837837837838
"711"	335	"PUCw"	0.693877551020408
"712"	335	"PURw"	0.647058823529412
"713"	336	"PRCw"	0.974025974025974
