"subjID"	"Trial"	"Stage1"	"Stage2"	"Stay"	"RT"	"PrSSReward"	"transition"	"PrReward"	"PrTransition"
134	103	-1	1	1	342	-1	-1	1	1
134	104	1	-1	0	199	1	-1	1	-1
134	104	-1	1	1	247	1	-1	1	-1
134	105	1	-1	1	261	1	1	1	-1
134	105	-1	1	1	340	1	1	1	-1
134	106	1	-1	1	90	1	1	1	1
134	106	-1	1	1	355	1	1	1	1
134	107	1	-1	1	129	1	-1	-1	1
134	107	-1	1	0	493	1	-1	-1	1
134	108	1	-1	1	226	1	-1	1	-1
134	108	-1	1	1	293	1	-1	1	-1
134	109	1	-1	1	541	-1	-1	-1	-1
134	109	-1	1	0	335	-1	-1	-1	-1
134	110	1	-1	1	62	-1	1	-1	-1
134	110	-1	1	1	241	-1	1	-1	-1
134	111	1	-1	1	267	1	1	1	1
134	111	-1	1	1	353	1	1	1	1
134	112	1	-1	1	250	1	1	1	1
134	112	-1	1	1	323	1	1	1	1
134	113	1	-1	1	212	-1	-1	-1	1
134	113	-1	1	0	424	-1	-1	-1	1
134	114	1	-1	1	262	1	-1	1	-1
134	114	-1	1	1	584	1	-1	1	-1
134	115	1	-1	1	284	-1	1	1	-1
134	115	-1	1	0	321	-1	1	1	-1
134	116	1	-1	1	254	1	-1	1	1
134	116	-1	1	1	235	1	-1	1	1
134	117	1	-1	0	5	-1	1	-1	-1
134	117	-1	1	1	247	-1	1	-1	-1
134	118	1	-1	0	156	-1	-1	-1	1
134	118	-1	1	1	350	-1	-1	-1	1
134	119	1	-1	1	158	1	1	1	-1
134	119	-1	1	1	362	1	1	1	-1
134	120	1	-1	1	208	-1	1	-1	1
134	120	-1	1	0	12	-1	1	-1	1
134	121	1	-1	1	283	1	-1	1	1
134	121	-1	1	0	287	1	-1	1	1
134	122	1	-1	1	225	-1	-1	-1	-1
134	122	-1	1	0	237	-1	-1	-1	-1
134	123	1	-1	1	244	1	1	-1	-1
134	123	-1	1	0	390	1	1	-1	-1
134	124	1	-1	1	130	-1	1	-1	1
134	124	-1	1	0	404	-1	1	-1	1
134	125	1	-1	0	213	-1	1	1	1
134	125	-1	1	0	377	-1	1	1	1
134	126	1	-1	1	235	1	-1	1	1
134	126	-1	1	1	309	1	-1	1	1
134	127	1	-1	0	190	1	1	1	-1
134	127	-1	1	1	392	1	1	1	-1
134	128	1	-1	1	5	-1	1	-1	1
134	128	-1	1	0	535	-1	1	-1	1
134	129	1	-1	0	243	1	1	-1	1
134	129	-1	1	1	231	1	1	-1	1
134	130	1	-1	1	174	-1	1	-1	1
134	130	-1	1	0	295	-1	1	-1	1
134	131	1	-1	1	158	-1	1	-1	1
134	131	-1	1	0	329	-1	1	-1	1
134	132	1	-1	1	131	1	1	1	1
134	132	-1	1	1	326	1	1	1	1
134	133	1	-1	1	278	-1	1	-1	1
134	133	-1	1	1	198	-1	1	-1	1
134	134	1	-1	1	356	1	1	1	1
134	134	-1	1	1	295	1	1	1	1
134	135	1	-1	1	1171	-1	1	-1	1
134	135	-1	1	1	1070	-1	1	-1	1
134	136	1	-1	1	250	1	1	1	1
134	136	-1	1	1	361	1	1	1	1
134	137	1	-1	1	243	-1	1	-1	1
134	137	-1	1	0	411	-1	1	-1	1
134	138	1	-1	1	0	-1	1	-1	1
134	138	-1	1	0	1021	-1	1	-1	1
134	139	1	-1	1	0	-1	-1	-1	1
134	139	-1	1	1	359	-1	-1	-1	1
134	140	1	-1	0	299	-1	-1	1	-1
134	140	-1	1	1	1123	-1	-1	1	-1
134	141	1	-1	1	211	1	1	-1	-1
134	141	-1	1	1	323	1	1	-1	-1
134	142	1	-1	1	552	-1	1	-1	1
134	142	-1	1	1	247	-1	1	-1	1
134	143	1	-1	0	206	-1	1	-1	1
134	143	-1	1	0	90	-1	1	-1	1
134	144	1	-1	1	188	-1	-1	-1	1
134	144	-1	1	0	349	-1	-1	-1	1
134	145	1	-1	1	248	-1	1	1	-1
134	145	-1	1	0	313	-1	1	1	-1
134	146	1	-1	1	226	1	1	1	1
134	146	-1	1	1	228	1	1	1	1
134	147	1	-1	1	0	-1	1	-1	1
134	147	-1	1	1	370	-1	1	-1	1
134	148	1	-1	1	221	1	1	1	1
134	148	-1	1	0	647	1	1	1	1
134	149	1	-1	1	191	-1	1	-1	1
134	149	-1	1	0	270	-1	1	-1	1
134	150	1	-1	1	208	1	-1	1	1
134	150	-1	1	1	457	1	-1	1	1
134	151	1	-1	0	228	1	-1	-1	-1
134	151	-1	1	0	721	1	-1	-1	-1
134	152	1	-1	1	216	-1	1	1	-1
134	152	-1	1	0	344	-1	1	1	-1
134	153	1	-1	1	203	1	-1	-1	1
134	153	-1	1	1	689	1	-1	-1	1
134	154	1	-1	0	150	-1	1	-1	-1
134	154	-1	1	1	221	-1	1	-1	-1
134	155	1	-1	1	234	-1	-1	-1	1
134	155	-1	1	1	461	-1	-1	-1	1
134	156	1	-1	0	487	-1	-1	1	-1
134	156	-1	1	0	707	-1	-1	1	-1
134	157	1	-1	0	236	-1	1	-1	-1
134	157	-1	1	0	1291	-1	1	-1	-1
134	158	1	-1	1	265	-1	1	-1	1
134	158	-1	1	0	288	-1	1	-1	1
134	159	1	-1	0	4	1	1	-1	1
134	159	-1	1	1	484	1	1	-1	1
134	160	1	-1	1	232	-1	1	-1	1
134	160	-1	1	1	332	-1	1	-1	1
134	161	1	-1	1	44	-1	1	-1	1
134	161	-1	1	1	216	-1	1	-1	1
134	162	1	-1	1	245	-1	-1	-1	1
134	162	-1	1	0	224	-1	-1	-1	1
134	163	1	-1	1	223	1	-1	1	-1
134	163	-1	1	1	340	1	-1	1	-1
134	164	1	-1	1	296	-1	-1	-1	-1
134	164	-1	1	0	236	-1	-1	-1	-1
134	165	1	-1	1	260	-1	-1	-1	-1
134	165	-1	1	0	322	-1	-1	-1	-1
134	166	1	-1	1	0	-1	1	-1	-1
134	166	-1	1	1	211	-1	1	-1	-1
134	167	1	-1	0	353	-1	1	-1	1
134	167	-1	1	1	232	-1	1	-1	1
134	168	1	-1	1	0	1	1	1	1
134	168	-1	1	1	236	1	1	1	1
134	169	1	-1	1	190	-1	1	-1	1
134	169	-1	1	0	136	-1	1	-1	1
134	170	1	-1	1	135	-1	1	-1	1
134	170	-1	1	1	160	-1	1	-1	1
134	171	1	-1	1	149	-1	-1	1	1
134	171	-1	1	0	286	-1	-1	1	1
134	172	1	-1	1	70	1	1	1	-1
134	172	-1	1	0	338	1	1	1	-1
134	173	1	-1	1	228	1	1	1	1
134	173	-1	1	1	399	1	1	1	1
134	174	1	-1	1	189	1	-1	-1	1
134	174	-1	1	1	200	1	-1	-1	1
134	175	1	-1	0	64	-1	1	-1	-1
134	175	-1	1	1	446	-1	1	-1	-1
134	176	1	-1	0	74	-1	1	1	1
134	176	-1	1	0	368	-1	1	1	1
134	177	1	-1	0	222	1	1	1	1
134	177	-1	1	1	460	1	1	1	1
134	178	1	-1	0	11	-1	-1	-1	1
134	178	-1	1	0	299	-1	-1	-1	1
134	179	1	-1	1	88	-1	-1	-1	-1
134	179	-1	1	1	253	-1	-1	-1	-1
134	180	1	-1	1	84	1	1	-1	-1
134	180	-1	1	1	388	1	1	-1	-1
134	181	1	-1	1	180	-1	1	-1	1
134	181	-1	1	0	527	-1	1	-1	1
134	182	1	-1	1	1	-1	1	-1	1
134	182	-1	1	1	936	-1	1	-1	1
134	183	1	-1	0	0	-1	1	1	1
134	183	-1	1	1	343	-1	1	1	1
134	184	1	-1	0	548	1	1	1	1
134	184	-1	1	1	429	1	1	1	1
134	185	1	-1	1	277	-1	1	-1	1
134	185	-1	1	1	527	-1	1	-1	1
134	186	1	-1	1	381	1	1	1	1
134	186	-1	1	1	571	1	1	1	1
134	187	1	-1	1	0	1	-1	1	1
134	187	-1	1	1	204	1	-1	1	1
134	188	1	-1	1	273	1	1	-1	-1
134	188	-1	1	0	620	1	1	-1	-1
134	189	1	-1	1	203	1	1	1	1
134	189	-1	1	1	1117	1	1	1	1
134	190	1	-1	1	298	-1	-1	1	1
134	190	-1	1	1	453	-1	-1	1	1
134	191	1	-1	0	240	1	1	1	-1
134	191	-1	1	0	688	1	1	1	-1
134	192	1	-1	1	160	1	-1	-1	1
134	192	-1	1	0	860	1	-1	-1	1
134	193	1	-1	1	261	-1	1	1	-1
134	193	-1	1	1	569	-1	1	1	-1
134	194	1	-1	0	214	1	1	-1	1
134	194	-1	1	1	327	1	1	-1	1
134	195	1	-1	1	0	-1	1	-1	1
134	195	-1	1	0	305	-1	1	-1	1
134	196	1	-1	1	87	-1	1	-1	1
134	196	-1	1	1	364	-1	1	-1	1
134	197	1	-1	1	288	-1	-1	1	1
134	197	-1	1	1	349	-1	-1	1	1
134	198	1	-1	1	243	1	1	1	-1
134	198	-1	1	1	237	1	1	1	-1
134	199	1	-1	0	380	1	1	-1	1
134	199	-1	1	1	220	1	1	-1	1
134	200	1	-1	1	20	1	1	1	1
134	200	-1	1	1	491	1	1	1	1
135	1	1	-1	NA	436	NA	1	NA	NA
135	1	-1	1	NA	399	NA	1	NA	NA
135	2	1	-1	1	436	-1	1	-1	1
135	2	-1	1	0	433	-1	1	-1	1
135	3	1	-1	1	360	1	1	1	1
135	3	-1	1	0	459	1	1	1	1
135	4	1	-1	0	372	NA	1	-1	1
135	4	-1	1	0	428	NA	1	-1	1
135	5	1	-1	1	548	1	1	1	1
135	5	-1	1	0	497	1	1	1	1
135	6	1	-1	0	575	-1	1	-1	1
135	6	-1	1	1	574	-1	1	-1	1
135	7	1	-1	1	330	-1	1	-1	1
135	7	-1	1	1	422	-1	1	-1	1
135	8	1	-1	1	546	1	1	1	1
135	8	-1	1	1	625	1	1	1	1
135	9	1	-1	0	468	-1	1	-1	1
135	9	-1	1	1	667	-1	1	-1	1
135	10	1	-1	0	756	-1	1	1	1
135	10	-1	1	1	746	-1	1	1	1
135	11	1	-1	0	892	1	1	1	1
135	11	-1	1	1	651	1	1	1	1
135	12	1	-1	1	828	-1	1	-1	1
135	12	-1	1	0	655	-1	1	-1	1
135	13	1	-1	0	706	1	1	-1	1
135	13	-1	1	1	626	1	1	-1	1
135	14	1	-1	1	599	-1	1	-1	1
135	14	-1	1	0	577	-1	1	-1	1
135	15	1	-1	1	669	1	1	1	1
135	15	-1	1	1	752	1	1	1	1
135	16	1	-1	1	716	1	1	1	1
135	16	-1	1	0	477	1	1	1	1
135	17	1	-1	0	383	-1	1	-1	1
135	17	-1	1	1	713	-1	1	-1	1
135	18	1	-1	1	728	-1	-1	1	1
135	18	-1	1	0	536	-1	-1	1	1
135	19	1	-1	0	433	1	1	1	-1
135	19	-1	1	1	659	1	1	1	-1
135	20	1	-1	1	505	-1	1	-1	1
135	20	-1	1	0	887	-1	1	-1	1
135	21	1	-1	1	1193	1	1	1	1
135	21	-1	1	1	920	1	1	1	1
135	22	1	-1	0	878	1	1	1	1
135	22	-1	1	0	927	1	1	1	1
135	23	1	-1	0	910	1	1	-1	1
135	23	-1	1	1	638	1	1	-1	1
135	24	1	-1	0	600	-1	-1	-1	1
135	24	-1	1	1	463	-1	-1	-1	1
135	25	1	-1	0	646	-1	-1	1	-1
135	25	-1	1	1	622	-1	-1	1	-1
135	26	1	-1	0	772	-1	1	-1	-1
135	26	-1	1	1	839	-1	1	-1	-1
135	27	1	-1	0	821	1	1	-1	1
135	27	-1	1	1	488	1	1	-1	1
135	28	1	-1	1	1351	-1	1	-1	1
135	28	-1	1	0	647	-1	1	-1	1
135	29	1	-1	1	436	1	1	1	1
135	29	-1	1	0	518	1	1	1	1
135	30	1	-1	0	866	-1	1	1	1
135	30	-1	1	0	416	-1	1	1	1
135	31	1	-1	0	626	1	-1	1	1
135	31	-1	1	1	487	1	-1	1	1
135	32	1	-1	1	681	1	1	1	-1
135	32	-1	1	1	803	1	1	1	-1
135	33	1	-1	1	1407	1	-1	-1	1
135	33	-1	1	0	1308	1	-1	-1	1
135	34	1	-1	0	1245	1	1	1	-1
135	34	-1	1	0	733	1	1	1	-1
135	35	1	-1	1	1154	-1	1	-1	1
135	35	-1	1	0	619	-1	1	-1	1
135	36	1	-1	0	818	-1	1	-1	1
135	36	-1	1	1	703	-1	1	-1	1
135	37	1	-1	1	569	1	1	1	1
135	37	-1	1	1	748	1	1	1	1
135	38	1	-1	1	1222	-1	1	-1	1
135	38	-1	1	0	571	-1	1	-1	1
135	39	1	-1	0	680	-1	1	1	1
135	39	-1	1	1	1035	-1	1	1	1
135	40	1	-1	0	703	1	1	1	1
135	40	-1	1	0	729	1	1	1	1
135	42	1	-1	0	269	1	1	-1	1
135	42	-1	1	0	429	1	1	-1	1
135	43	1	-1	1	611	1	1	1	1
135	43	-1	1	0	551	1	1	1	1
135	44	1	-1	0	491	-1	-1	-1	1
135	44	-1	1	0	1010	-1	-1	-1	1
135	45	1	-1	1	585	-1	-1	-1	-1
135	45	-1	1	0	641	-1	-1	-1	-1
135	46	1	-1	1	731	-1	1	-1	-1
135	46	-1	1	1	1200	-1	1	-1	-1
135	47	1	-1	0	610	-1	1	1	1
135	47	-1	1	1	575	-1	1	1	1
135	48	1	-1	0	533	1	1	-1	1
135	48	-1	1	1	886	1	1	-1	1
135	49	1	-1	1	1051	-1	-1	1	1
135	49	-1	1	1	1034	-1	-1	1	1
135	50	1	-1	0	887	1	-1	-1	-1
135	50	-1	1	1	460	1	-1	-1	-1
135	51	1	-1	0	732	-1	-1	1	-1
135	51	-1	1	1	1119	-1	-1	1	-1
135	52	1	-1	1	667	1	1	-1	-1
135	52	-1	1	1	643	1	1	-1	-1
135	53	1	-1	0	598	-1	1	1	1
135	53	-1	1	0	972	-1	1	1	1
135	54	1	-1	0	384	1	1	-1	1
135	54	-1	1	1	1267	1	1	-1	1
135	55	1	-1	1	417	1	1	1	1
135	55	-1	1	1	454	1	1	1	1
135	56	1	-1	1	792	-1	-1	1	1
135	56	-1	1	1	1023	-1	-1	1	1
135	57	1	-1	0	1144	-1	1	-1	-1
135	57	-1	1	1	679	-1	1	-1	-1
135	58	1	-1	1	823	-1	1	-1	1
135	58	-1	1	0	594	-1	1	-1	1
135	59	1	-1	0	775	-1	-1	-1	1
135	59	-1	1	0	678	-1	-1	-1	1
135	60	1	-1	1	857	1	-1	1	-1
135	60	-1	1	0	360	1	-1	1	-1
135	61	1	-1	0	405	-1	1	-1	-1
135	61	-1	1	0	277	-1	1	-1	-1
135	62	1	-1	0	577	1	1	1	1
135	62	-1	1	1	611	1	1	1	1
135	63	1	-1	0	676	1	1	1	1
135	63	-1	1	1	1230	1	1	1	1
135	64	1	-1	0	395	1	1	-1	1
135	64	-1	1	1	538	1	1	-1	1
135	65	1	-1	1	712	-1	-1	-1	1
135	65	-1	1	0	764	-1	-1	-1	1
135	66	1	-1	0	1093	-1	-1	-1	-1
135	66	-1	1	0	591	-1	-1	-1	-1
135	67	1	-1	0	520	1	1	1	-1
135	67	-1	1	0	759	1	1	1	-1
135	68	1	-1	1	517	-1	-1	-1	1
135	68	-1	1	1	849	-1	-1	-1	1
135	69	1	-1	1	819	-1	1	-1	-1
135	69	-1	1	1	575	-1	1	-1	-1
135	70	1	-1	0	804	1	-1	1	1
135	70	-1	1	1	341	1	-1	1	1
135	71	1	-1	1	556	-1	-1	-1	-1
135	71	-1	1	0	599	-1	-1	-1	-1
135	74	1	-1	1	623	1	1	-1	-1
135	74	-1	1	0	650	1	1	-1	-1
135	75	1	-1	0	1128	-1	1	1	1
135	75	-1	1	0	844	-1	1	1	1
135	76	1	-1	0	658	-1	-1	-1	1
135	76	-1	1	1	886	-1	-1	-1	1
135	77	1	-1	1	926	1	1	-1	-1
135	77	-1	1	0	1019	1	1	-1	-1
135	78	1	-1	1	1246	-1	1	-1	1
135	78	-1	1	0	792	-1	1	-1	1
135	79	1	-1	0	723	1	-1	1	1
135	79	-1	1	0	907	1	-1	1	1
135	80	1	-1	0	1441	-1	1	-1	-1
135	80	-1	1	0	710	-1	1	-1	-1
135	81	1	-1	0	374	-1	1	1	1
135	81	-1	1	0	327	-1	1	1	1
135	82	1	-1	1	1314	1	1	1	1
135	82	-1	1	0	506	1	1	1	1
135	83	1	-1	0	545	1	1	-1	1
135	83	-1	1	0	483	1	1	-1	1
135	84	1	-1	1	511	1	1	1	1
135	84	-1	1	0	803	1	1	1	1
135	85	1	-1	1	641	1	1	1	1
135	85	-1	1	1	778	1	1	1	1
135	86	1	-1	0	840	-1	1	-1	1
135	86	-1	1	0	711	-1	1	-1	1
135	87	1	-1	0	760	-1	-1	-1	1
135	87	-1	1	1	988	-1	-1	-1	1
135	88	1	-1	1	773	-1	1	1	-1
135	88	-1	1	0	896	-1	1	1	-1
135	89	1	-1	0	614	1	1	1	1
135	89	-1	1	1	966	1	1	1	1
135	90	1	-1	0	765	-1	-1	-1	1
135	90	-1	1	1	769	-1	-1	-1	1
135	91	1	-1	1	462	1	1	-1	-1
135	91	-1	1	0	395	1	1	-1	-1
135	92	1	-1	1	670	-1	-1	1	1
135	92	-1	1	1	858	-1	-1	1	1
135	93	1	-1	0	702	1	-1	1	-1
135	93	-1	1	1	707	1	-1	1	-1
135	94	1	-1	0	532	1	1	1	-1
135	94	-1	1	1	985	1	1	1	-1
135	95	1	-1	1	506	1	-1	1	1
135	95	-1	1	1	1001	1	-1	1	1
135	96	1	-1	1	675	1	1	-1	-1
135	96	-1	1	1	782	1	1	-1	-1
135	97	1	-1	0	480	-1	1	1	1
135	97	-1	1	1	1254	-1	1	1	1
135	98	1	-1	0	852	1	1	1	1
135	98	-1	1	1	658	1	1	1	1
135	99	1	-1	0	659	1	-1	1	1
135	99	-1	1	0	941	1	-1	1	1
135	100	1	-1	0	501	1	1	1	-1
135	100	-1	1	1	844	1	1	1	-1
135	101	1	-1	0	747	1	1	1	1
135	101	-1	1	0	540	1	1	1	1
135	102	1	-1	0	591	-1	-1	-1	1
135	102	-1	1	1	562	-1	-1	-1	1
135	103	1	-1	0	606	-1	1	-1	-1
135	103	-1	1	1	385	-1	1	-1	-1
135	104	1	-1	1	540	1	-1	1	1
135	104	-1	1	0	827	1	-1	1	1
135	105	1	-1	0	455	1	1	1	-1
135	105	-1	1	1	776	1	1	1	-1
135	106	1	-1	1	708	1	-1	1	1
135	106	-1	1	1	1488	1	-1	1	1
135	107	1	-1	0	462	1	-1	1	-1
135	107	-1	1	1	699	1	-1	1	-1
135	108	1	-1	1	648	1	1	-1	-1
135	108	-1	1	0	897	1	1	-1	-1
135	109	1	-1	0	538	-1	1	-1	1
135	109	-1	1	1	691	-1	1	-1	1
135	110	1	-1	1	547	1	1	1	1
135	110	-1	1	1	420	1	1	1	1
135	111	1	-1	1	463	1	1	1	1
135	111	-1	1	1	641	1	1	1	1
135	112	1	-1	1	994	-1	-1	1	1
135	112	-1	1	0	415	-1	-1	1	1
135	113	1	-1	1	336	1	1	-1	-1
135	113	-1	1	1	693	1	1	-1	-1
135	114	1	-1	0	538	-1	-1	-1	1
135	114	-1	1	1	519	-1	-1	-1	1
135	115	1	-1	1	654	-1	1	-1	-1
135	115	-1	1	1	1220	-1	1	-1	-1
135	116	1	-1	0	931	-1	1	-1	1
135	116	-1	1	1	1078	-1	1	-1	1
135	117	1	-1	1	658	1	1	1	1
135	117	-1	1	1	899	1	1	1	1
135	118	1	-1	1	462	1	1	1	1
135	118	-1	1	0	551	1	1	1	1
135	119	1	-1	1	555	-1	-1	-1	1
135	119	-1	1	0	1183	-1	-1	-1	1
135	120	1	-1	0	1272	-1	1	-1	-1
135	120	-1	1	0	1113	-1	1	-1	-1
135	121	1	-1	1	729	-1	-1	-1	1
135	121	-1	1	1	1387	-1	-1	-1	1
135	122	1	-1	0	842	1	1	1	-1
135	122	-1	1	0	891	1	1	1	-1
135	123	1	-1	0	720	-1	1	1	1
135	123	-1	1	1	791	-1	1	1	1
135	124	1	-1	0	717	-1	-1	-1	1
135	124	-1	1	1	536	-1	-1	-1	1
135	125	1	-1	1	806	1	1	1	-1
135	125	-1	1	0	912	1	1	1	-1
135	126	1	-1	0	344	1	1	1	1
135	126	-1	1	0	837	1	1	1	1
135	127	1	-1	0	341	1	-1	1	1
135	127	-1	1	1	949	1	-1	1	1
135	128	1	-1	0	305	1	-1	-1	-1
135	128	-1	1	0	856	1	-1	-1	-1
135	129	1	-1	0	673	-1	-1	1	-1
135	129	-1	1	1	750	-1	-1	1	-1
135	130	1	-1	1	576	1	1	-1	-1
135	130	-1	1	1	916	1	1	-1	-1
135	131	1	-1	0	577	1	-1	1	1
135	131	-1	1	1	678	1	-1	1	1
135	132	1	-1	0	585	1	1	1	-1
135	132	-1	1	1	589	1	1	1	-1
135	133	1	-1	0	384	1	-1	1	1
135	133	-1	1	1	1051	1	-1	1	1
135	134	1	-1	0	363	-1	-1	1	-1
135	134	-1	1	1	671	-1	-1	1	-1
135	135	1	-1	1	844	1	1	-1	-1
135	135	-1	1	1	918	1	1	-1	-1
135	136	1	-1	0	725	-1	1	1	1
135	136	-1	1	0	669	-1	1	1	1
135	137	1	-1	1	591	1	1	1	1
135	137	-1	1	0	636	1	1	1	1
135	138	1	-1	0	263	1	1	-1	1
135	138	-1	1	1	672	1	1	-1	1
135	139	1	-1	1	673	-1	-1	1	1
135	139	-1	1	1	1134	-1	-1	1	1
135	140	1	-1	1	270	1	1	-1	-1
135	140	-1	1	1	485	1	1	-1	-1
135	141	1	-1	1	314	-1	1	-1	1
135	141	-1	1	1	831	-1	1	-1	1
135	142	1	-1	1	299	-1	-1	1	1
135	142	-1	1	0	550	-1	-1	1	1
135	143	1	-1	1	561	1	1	-1	-1
135	143	-1	1	1	840	1	1	-1	-1
135	144	1	-1	0	714	-1	1	-1	1
135	144	-1	1	1	1281	-1	1	-1	1
135	145	1	-1	1	516	-1	1	-1	1
135	145	-1	1	0	849	-1	1	-1	1
135	146	1	-1	0	703	-1	1	-1	1
135	146	-1	1	0	800	-1	1	-1	1
135	147	1	-1	1	583	1	1	1	1
135	147	-1	1	1	685	1	1	1	1
135	148	1	-1	1	401	1	1	1	1
135	148	-1	1	0	869	1	1	1	1
135	149	1	-1	1	515	-1	-1	-1	1
135	149	-1	1	1	1159	-1	-1	-1	1
135	150	1	-1	0	808	-1	1	-1	-1
135	150	-1	1	0	623	-1	1	-1	-1
135	151	1	-1	0	572	-1	1	1	1
135	151	-1	1	1	976	-1	1	1	1
135	152	1	-1	1	949	-1	1	-1	1
135	152	-1	1	0	742	-1	1	-1	1
135	153	1	-1	1	253	1	1	1	1
135	153	-1	1	1	505	1	1	1	1
135	154	1	-1	1	248	-1	1	-1	1
135	154	-1	1	0	454	-1	1	-1	1
135	155	1	-1	1	740	1	1	1	1
135	155	-1	1	0	1028	1	1	1	1
135	156	1	-1	1	287	1	1	1	1
135	156	-1	1	1	520	1	1	1	1
135	157	1	-1	1	250	1	-1	1	1
135	157	-1	1	1	994	1	-1	1	1
135	158	1	-1	1	389	1	1	1	-1
135	158	-1	1	1	826	1	1	1	-1
135	159	1	-1	1	198	1	-1	-1	1
135	159	-1	1	0	526	1	-1	-1	1
135	160	1	-1	0	710	1	1	1	-1
135	160	-1	1	0	783	1	1	1	-1
135	162	1	-1	0	0	-1	1	-1	1
135	162	-1	1	0	564	-1	1	-1	1
135	163	1	-1	1	430	-1	-1	1	1
135	163	-1	1	1	803	-1	-1	1	1
135	164	1	-1	1	393	1	1	-1	-1
135	164	-1	1	1	796	1	1	-1	-1
135	165	1	-1	1	257	1	1	1	1
135	165	-1	1	0	767	1	1	1	1
135	166	1	-1	0	402	-1	1	1	1
135	166	-1	1	1	872	-1	1	1	1
135	167	1	-1	1	590	-1	1	-1	1
135	167	-1	1	0	654	-1	1	-1	1
135	168	1	-1	1	275	1	-1	1	1
135	168	-1	1	0	849	1	-1	1	1
135	169	1	-1	1	432	-1	-1	-1	-1
135	169	-1	1	0	863	-1	-1	-1	-1
135	170	1	-1	1	660	1	1	-1	-1
135	170	-1	1	0	552	1	1	-1	-1
135	171	1	-1	1	481	-1	1	-1	1
135	171	-1	1	1	882	-1	1	-1	1
135	172	1	-1	1	735	-1	-1	-1	1
135	172	-1	1	1	1194	-1	-1	-1	1
135	173	1	-1	1	441	-1	1	1	-1
135	173	-1	1	0	863	-1	1	1	-1
135	174	1	-1	0	362	1	1	-1	1
135	174	-1	1	0	749	1	1	-1	1
135	175	1	-1	1	268	-1	1	-1	1
135	175	-1	1	0	463	-1	1	-1	1
135	176	1	-1	1	257	1	1	1	1
135	176	-1	1	1	441	1	1	1	1
135	177	1	-1	1	753	-1	1	-1	1
135	177	-1	1	0	711	-1	1	-1	1
135	178	1	-1	1	664	1	1	1	1
135	178	-1	1	1	976	1	1	1	1
135	179	1	-1	1	455	-1	-1	1	1
135	179	-1	1	0	506	-1	-1	1	1
135	180	1	-1	1	291	1	1	1	-1
135	180	-1	1	0	340	1	1	1	-1
135	181	1	-1	0	556	1	1	-1	1
135	181	-1	1	1	494	1	1	-1	1
135	182	1	-1	0	431	-1	1	-1	1
135	182	-1	1	0	736	-1	1	-1	1
135	183	1	-1	1	747	-1	-1	-1	1
135	183	-1	1	0	722	-1	-1	-1	1
135	184	1	-1	1	717	-1	1	-1	-1
135	184	-1	1	1	888	-1	1	-1	-1
135	185	1	-1	1	436	-1	-1	1	1
135	185	-1	1	0	838	-1	-1	1	1
135	186	1	-1	0	695	-1	1	-1	-1
135	186	-1	1	1	583	-1	1	-1	-1
135	187	1	-1	0	702	1	1	1	1
135	187	-1	1	1	640	1	1	1	1
135	188	1	-1	1	729	-1	1	-1	1
135	188	-1	1	0	1182	-1	1	-1	1
135	189	1	-1	0	610	1	1	-1	1
135	189	-1	1	0	811	1	1	-1	1
135	190	1	-1	1	1137	-1	1	-1	1
135	190	-1	1	0	784	-1	1	-1	1
135	191	1	-1	0	708	1	-1	1	1
135	191	-1	1	1	706	1	-1	1	1
135	192	1	-1	1	375	1	-1	1	-1
135	192	-1	1	1	437	1	-1	1	-1
135	193	1	-1	1	387	-1	1	-1	-1
135	193	-1	1	1	469	-1	1	-1	-1
135	194	1	-1	0	646	-1	1	-1	1
135	194	-1	1	1	773	-1	1	-1	1
135	195	1	-1	1	493	1	1	1	1
135	195	-1	1	1	580	1	1	1	1
135	196	1	-1	1	304	1	1	1	1
135	196	-1	1	1	698	1	1	1	1
135	197	1	-1	1	246	-1	-1	-1	1
135	197	-1	1	1	1015	-1	-1	-1	1
135	198	1	-1	1	447	-1	1	1	-1
135	198	-1	1	0	959	-1	1	1	-1
135	199	1	-1	0	318	1	-1	1	1
135	199	-1	1	1	911	1	-1	1	1
135	200	1	-1	1	653	1	1	1	-1
135	200	-1	1	0	427	1	1	1	-1
138	2	1	-1	0	541	-1	1	1	1
138	2	-1	1	0	913	-1	1	1	1
138	3	1	-1	1	1433	1	1	1	1
138	3	-1	1	0	1251	1	1	1	1
138	4	1	-1	1	513	-1	1	-1	1
138	4	-1	1	0	519	-1	1	-1	1
138	5	1	-1	0	452	NA	1	-1	1
138	5	-1	1	0	435	NA	1	-1	1
138	6	1	-1	1	505	1	1	1	1
138	6	-1	1	0	367	1	1	1	1
138	7	1	-1	1	447	-1	1	-1	1
138	7	-1	1	0	387	-1	1	-1	1
138	8	1	-1	1	417	1	1	1	1
138	8	-1	1	1	391	1	1	1	1
138	9	1	-1	1	395	1	1	1	1
138	9	-1	1	1	328	1	1	1	1
138	10	1	-1	1	399	1	1	1	1
138	10	-1	1	0	422	1	1	1	1
138	11	1	-1	1	418	1	1	1	1
138	11	-1	1	0	444	1	1	1	1
138	12	1	-1	1	413	1	1	1	1
138	12	-1	1	1	381	1	1	1	1
138	13	1	-1	1	542	1	1	1	1
138	13	-1	1	1	377	1	1	1	1
138	14	1	-1	1	396	-1	-1	1	1
138	14	-1	1	1	637	-1	-1	1	1
138	17	1	-1	1	330	1	1	-1	-1
