"subjID"	"a1"	"beta1"	"a2"	"beta2"	"pi"	"w"	"lambda"
110	0.19517963751024	3.72650432855508	0.157762218125462	1.9606809838046	1.09263585029167	0.357447766719924	0.985001102862464
111	0.650387696569122	4.63327423011677	0.172991619383122	3.8693499585159	1.61091110771724	0.355474953151491	0.984210919058602
114	0.94173331810935	5.79794715993236	0.0592225115549346	6.34908079314136	0.0461759057545794	0.185171769992657	0.985971656943702
115	0.026711877589595	4.78167060967705	0.135716455542764	2.3119868410709	0.0429240320536625	0.227370054585323	0.985357266191191
116	0.0305537048928776	6.05751902866241	0.712521009859177	1.60172757083203	1.41552053753984	0.356465322372335	0.985439947436532
117	0.808200705924159	4.26149449415319	0.633730825866372	2.2220220617401	0.479754772283746	0.353098103964474	0.985719831956325
118	0.256411103278722	10.2745414149815	0.10565518444512	5.20825044651091	2.69845382763196	0.231123598130144	0.98491997570527
119	0.768528371523246	4.04519745877038	0.226208330006161	2.83615043728201	0.771985406782408	0.257392458333163	0.984744745897844
120	0.904614020892561	5.44038080894711	0.0333874688823762	4.36112533506349	0.0464126131916676	0.203315033071485	0.985471931843104
121	0.0955598783880984	3.45470349828296	0.391857236965547	1.90672008467467	0.138042839496747	0.278676482330469	0.984654014306617
122	0.0154581113660267	10.932214206318	0.040656801395492	1.94367828575866	0.125262999015012	0.346204778205096	0.985118637039117
124	0.0344009884425295	4.25800337617642	0.0992933766802519	3.77852479209566	1.9126453391675	0.248872094176534	0.984835214956184
126	0.380297266782869	5.50828057085528	0.554704943408764	2.43586056341602	2.40130481602126	0.442864951604692	0.985496742706892
127	0.103032648645944	4.39269699050384	0.0429112046643229	4.75232327982096	1.09838977963756	0.274171192115337	0.985241601871321
128	0.310834713265604	3.73760790291976	0.291884254696434	2.02518026911568	3.09794916397024	0.315965993394193	0.9847973413345
129	0.0528645424938461	4.1135404588821	0.0807855547738135	3.98499349834558	0.705007038712641	0.31485171290331	0.983401020836202
130	0.25836263956947	4.51967368907923	0.414247090021254	9.35887613590661	3.38947156978573	0.309427003787891	0.985504257116895
131	0.251423021832986	9.77328361050206	0.683567849894575	2.5071998720058	2.73172647200976	0.235307879668694	0.984835865570611
132	0.169111883898451	13.2937795544587	0.840488355958034	1.62199324838032	0.804622802463022	0.118798297949497	0.98493664596918
134	0.272356184882728	3.90529967241737	0.713796420853208	1.61241786842102	1.22385026968488	0.379556252276867	0.985091905124422
135	0.0406930735501807	4.46707574593433	0.0586805900065879	2.78535595960856	0.0914697193845368	0.370789745015105	0.985069369446356
136	0.0334187786753165	3.46875434211778	0.548554157690064	1.54648668538004	0.944696768415962	0.177203204311415	0.984719586718823
137	0.0445994769844958	5.36570172851969	0.507632223638921	1.73910455854746	2.12836740729978	0.185695297737894	0.985296849920232
138	0.510640389237005	6.70913588821771	0.0427893616605478	3.94340191277235	1.63520650725062	0.354347953276218	0.985262621671811
139	0.207579566489422	6.87696539291099	0.766342176287975	2.20120386549625	0.94566859208812	0.601460556201114	0.985363254930832
140	0.100454277452114	7.52316903045298	0.0885735445698209	3.77649259622573	0.0248934707732958	0.552799644485954	0.984905976219256
142	0.0648156152836739	4.15370574136082	0.772508258938407	1.81555418065225	3.60033654893191	0.34271104809881	0.984989174825105
143	0.198591102818327	9.68210506439781	0.611754991680112	2.53858493777992	1.16017920575291	0.575634617381975	0.984779045779628
144	0.938693051895331	5.0284733418703	0.0228628916884989	13.4603865356953	0.0695106209883494	0.230944525618399	0.985322501504849
145	0.0290914698472079	4.66346539970035	0.0462858964824508	2.65856348662638	0.0307680599772325	0.320199027622998	0.985036965786628
146	0.298790520101497	4.21629654337374	0.129586514786703	3.56575524503875	1.16712371473899	0.390217013484192	0.984465744906931
147	0.0860108135346068	8.33688589151402	0.881277494273314	2.22011069249437	1.51695523433088	0.470142115818307	0.985070034631313
148	0.105144209396903	4.14896332451164	0.217687287215203	2.26272413572457	1.42354292143471	0.317311837267168	0.985399510811881
150	0.0331806059295219	5.8227600753273	0.0728645537393017	8.81038741603013	3.30231479166319	0.26979913223957	0.984948776480316
151	0.413793517971636	4.95473196124895	0.0800504631043948	4.39530787495557	1.89128954977925	0.295789832168521	0.984704860700056
152	0.0319948256488237	10.7127607352562	0.124403288794094	4.21972034418871	0.857134908003497	0.219409661240847	0.985226127662452
153	0.0979269483294069	5.91498074849996	0.657163231738052	4.12626893873486	1.07553191732227	0.239957228660827	0.984827141971858
154	0.942581581150087	4.02314706089124	0.300544957693062	2.99154817025026	0.475873641664728	0.217485087951297	0.986296639773133
