"NS" "Trial" "Resp" "Reward" "Transition" "PrReward" "PrTransition" "Stay"
"166" 114 1 1 -1 1 -1 1
"166" 115 1 1 1 1 -1 1
"166" 116 1 1 -1 1 1 1
"166" 117 1 1 1 1 -1 1
"166" 118 1 1 1 1 1 1
"166" 119 1 -1 1 1 1 1
"166" 120 1 1 -1 -1 1 1
"166" 121 1 1 1 1 -1 1
"166" 122 1 1 -1 1 1 1
"166" 123 1 1 -1 1 -1 1
"166" 124 2 1 -1 1 -1 0
"166" 125 2 1 1 1 -1 1
"166" 126 1 -1 -1 1 1 0
"166" 127 2 1 1 -1 -1 0
"166" 128 1 1 1 1 1 0
"166" 129 1 -1 1 1 1 1
"166" 130 1 1 -1 -1 1 1
"166" 131 1 1 1 1 -1 1
"166" 132 2 -1 1 1 1 0
"166" 133 1 1 1 -1 1 0
"166" 134 2 -1 1 1 1 0
"166" 135 1 1 1 -1 1 0
"166" 136 1 1 1 1 1 1
"166" 137 2 -1 1 1 1 0
"166" 138 1 -1 -1 -1 1 0
"166" 139 1 -1 1 -1 -1 1
"166" 140 1 1 1 -1 1 1
"166" 141 1 1 1 1 1 1
"166" 142 1 -1 1 1 1 1
"166" 143 2 1 1 -1 1 0
"166" 144 2 -1 1 1 1 1
"166" 145 1 1 1 -1 1 0
"166" 146 2 1 1 1 1 0
"166" 147 1 1 -1 1 1 0
"166" 148 2 1 1 1 -1 0
"166" 149 1 -1 -1 1 1 0
"166" 150 2 -1 -1 -1 -1 0
"166" 151 1 1 1 -1 -1 0
"166" 152 1 1 1 1 1 1
"166" 153 1 1 1 1 1 1
"166" 154 1 1 1 1 1 1
"166" 155 1 1 1 1 1 1
"166" 156 1 1 1 1 1 1
"166" 157 1 1 1 1 1 1
"166" 158 1 1 -1 1 1 1
"166" 159 1 1 -1 1 -1 1
"166" 160 1 1 1 1 -1 1
"166" 161 1 1 -1 1 1 1
"166" 162 1 -1 1 1 -1 1
"166" 163 1 1 -1 -1 1 1
"166" 164 2 -1 -1 1 -1 0
"166" 165 1 -1 1 -1 -1 0
"166" 166 1 1 1 -1 1 1
"166" 167 1 1 1 1 1 1
"166" 168 2 1 1 1 1 0
"166" 169 1 1 -1 1 1 0
"166" 170 1 1 1 1 -1 1
"166" 171 2 1 1 1 1 0
"166" 172 1 -1 1 1 1 0
"166" 173 1 -1 1 -1 1 1
"166" 174 1 -1 -1 -1 1 1
"166" 175 1 1 -1 -1 -1 1
"167" 11 1 -1 1 1 -1 0
"167" 12 1 1 1 -1 1 1
"167" 13 2 1 1 1 1 0
"167" 14 2 1 -1 1 1 1
"167" 15 1 -1 1 1 -1 0
"167" 16 1 1 1 -1 1 1
"167" 17 1 -1 -1 1 1 1
"167" 19 1 1 1 1 -1 1
"167" 20 2 -1 1 1 1 0
"167" 21 1 -1 -1 -1 1 0
"167" 22 1 1 -1 -1 -1 1
"167" 23 2 1 1 1 -1 0
"167" 24 1 1 1 1 1 0
"167" 25 1 -1 1 1 1 1
"167" 26 1 -1 -1 -1 1 1
"167" 28 2 1 1 -1 -1 0
"167" 29 1 -1 1 1 1 0
"167" 30 1 1 -1 -1 1 1
"167" 31 2 -1 1 1 -1 0
"167" 33 1 1 1 -1 1 0
"167" 34 1 -1 -1 1 1 1
"167" 36 1 1 1 -1 -1 1
"167" 37 2 1 1 1 1 0
"167" 38 2 -1 1 1 1 1
"167" 39 1 -1 1 -1 1 0
"167" 40 2 -1 1 -1 1 0
"167" 41 1 1 -1 -1 1 0
"167" 42 1 -1 1 1 -1 1
"167" 43 1 1 1 -1 1 1
"167" 44 2 -1 -1 1 1 0
"167" 45 2 -1 1 -1 -1 1
"167" 46 2 -1 1 -1 1 1
"167" 47 1 -1 1 -1 1 0
"167" 48 1 -1 1 -1 1 1
"167" 49 1 1 1 -1 1 1
"167" 50 1 1 1 1 1 1
"167" 51 1 -1 1 1 1 1
"167" 52 2 -1 1 -1 1 0
"167" 53 1 1 1 -1 1 0
"167" 54 2 1 1 1 1 0
"167" 55 1 1 1 1 1 0
"167" 56 1 -1 1 1 1 1
"167" 57 2 -1 1 -1 1 0
"167" 58 1 -1 1 -1 1 0
"167" 59 1 1 1 -1 1 1
"167" 60 1 -1 -1 1 1 1
"167" 61 1 -1 1 -1 -1 1
"167" 62 1 1 1 -1 1 1
"167" 63 2 1 1 1 1 0
"167" 64 2 -1 1 1 1 1
"167" 65 1 1 -1 -1 1 0
"167" 66 1 1 1 1 -1 1
"167" 67 1 1 -1 1 1 1
"167" 68 1 1 1 1 -1 1
"167" 69 2 -1 1 1 1 0
"167" 70 1 1 1 -1 1 0
"167" 71 1 1 1 1 1 1
"167" 72 2 1 -1 1 1 0
"167" 73 2 -1 -1 1 -1 1
"167" 75 1 1 -1 1 -1 0
"167" 76 1 1 1 1 -1 1
"167" 77 1 1 -1 1 1 1
"167" 78 1 -1 1 1 -1 1
"167" 79 1 -1 1 -1 1 1
"167" 80 1 -1 1 -1 1 1
"167" 81 2 1 -1 -1 1 0
"167" 82 1 1 1 1 -1 0
"167" 83 1 1 -1 1 1 1
"167" 84 1 -1 1 1 -1 1
"167" 85 1 1 1 -1 1 1
"167" 86 2 1 1 1 1 0
"167" 87 2 -1 -1 1 1 1
"167" 88 1 1 -1 -1 -1 0
"167" 89 2 1 -1 1 -1 0
"167" 90 1 -1 1 1 -1 0
"167" 91 1 1 1 -1 1 1
"167" 92 1 1 1 1 1 1
"167" 93 1 1 -1 1 1 1
"167" 94 1 -1 1 1 -1 1
"167" 95 1 1 1 -1 1 1
"167" 96 1 1 1 1 1 1
"167" 97 2 -1 1 1 1 0
"167" 98 2 1 -1 -1 1 1
"167" 99 1 1 1 1 -1 0
"167" 100 1 1 1 1 1 1
"167" 101 1 1 -1 1 1 1
"167" 102 1 -1 -1 1 -1 1
"167" 103 1 -1 1 -1 -1 1
"167" 104 2 -1 -1 -1 1 0
"167" 105 1 1 -1 -1 -1 0
"167" 106 1 1 1 1 -1 1
"167" 107 1 1 1 1 1 1
"167" 108 1 1 1 1 1 1
"167" 109 2 1 -1 1 1 0
"167" 110 2 1 1 1 -1 1
"167" 111 2 1 1 1 1 1
"167" 112 2 1 1 1 1 1
"167" 113 1 -1 1 1 1 0
"167" 114 1 -1 -1 -1 1 1
"167" 115 2 1 1 -1 -1 0
"167" 116 2 1 1 1 1 1
"167" 117 2 1 1 1 1 1
"167" 118 1 -1 -1 1 1 0
"167" 119 1 -1 1 -1 -1 1
"167" 120 2 1 -1 -1 1 0
"167" 121 1 1 1 1 -1 0
"167" 122 1 -1 1 1 1 1
"167" 123 1 -1 1 -1 1 1
"167" 124 2 -1 -1 -1 1 0
"167" 126 1 -1 1 1 1 1
"167" 127 2 1 1 -1 1 0
"167" 128 1 -1 1 1 1 0
"167" 129 1 -1 1 -1 1 1
"167" 130 2 -1 1 -1 1 0
"167" 131 2 -1 -1 -1 1 1
"167" 133 2 -1 1 1 1 0
"167" 134 2 1 1 -1 1 1
"167" 135 1 1 1 1 1 0
"167" 136 2 1 1 1 1 0
"167" 137 2 1 1 1 1 1
"167" 138 2 -1 -1 1 1 1
"167" 139 1 -1 1 -1 -1 0
"167" 140 1 1 1 -1 1 1
"167" 141 2 1 1 1 1 0
"167" 142 2 1 -1 1 1 1
"167" 143 2 -1 -1 1 -1 1
"167" 144 1 -1 -1 -1 -1 0
"167" 145 2 -1 1 -1 -1 0
"167" 146 2 -1 1 -1 1 1
"167" 147 1 1 1 -1 1 0
"167" 148 1 -1 -1 1 1 1
"167" 149 2 -1 1 -1 -1 0
"167" 150 1 1 1 -1 1 0
"167" 151 2 -1 -1 1 1 0
"167" 153 1 1 1 1 1 1
"167" 154 1 -1 1 1 1 1
"167" 155 1 -1 1 -1 1 1
"167" 156 1 -1 1 -1 1 1
"167" 157 1 1 -1 -1 1 1
"167" 158 1 1 1 1 -1 1
"167" 159 1 -1 1 1 1 1
"167" 160 2 -1 1 -1 1 0
"167" 161 1 -1 -1 -1 1 0
"167" 163 1 -1 1 -1 1 1
"167" 164 2 -1 1 -1 1 0
"167" 165 2 -1 1 -1 1 1
"167" 166 1 1 1 -1 1 0
"167" 167 1 -1 1 1 1 1
"167" 168 1 -1 -1 -1 1 1
"167" 169 2 -1 1 -1 -1 0
"167" 170 1 -1 1 -1 1 0
"167" 171 1 -1 1 -1 1 1
"167" 173 2 -1 1 -1 1 0
"167" 174 1 1 -1 -1 1 0
"167" 175 1 -1 1 1 -1 1
"168" 11 1 1 -1 1 1 1
"168" 12 1 1 1 1 -1 1
"168" 13 1 1 1 1 1 1
"168" 14 1 1 1 1 1 1
"168" 15 1 1 1 1 1 1
"168" 16 1 -1 -1 1 1 1
"168" 17 1 1 1 -1 -1 1
"168" 18 1 1 -1 1 1 1
"168" 19 1 1 1 1 -1 1
"168" 20 1 1 1 1 1 1
"168" 21 1 -1 1 1 1 1
"168" 22 1 1 1 -1 1 1
"168" 23 1 1 -1 1 1 1
"168" 24 1 -1 1 1 -1 1
"168" 25 1 -1 -1 -1 1 1
"168" 26 1 -1 -1 -1 -1 1
"168" 27 1 1 1 -1 -1 1
"168" 28 1 -1 1 1 1 1
"168" 29 1 -1 -1 -1 1 1
"168" 30 1 1 1 -1 -1 1
"168" 31 1 1 1 1 1 1
"168" 32 1 -1 1 1 1 1
"168" 33 1 1 1 -1 1 1
"168" 34 1 1 1 1 1 1
"168" 35 1 1 -1 1 1 1
"168" 36 1 -1 1 1 -1 1
"168" 37 1 1 -1 -1 1 1
"168" 38 1 1 -1 1 -1 1
"168" 39 1 1 -1 1 -1 1
"168" 40 1 1 1 1 -1 1
"168" 41 1 -1 -1 1 1 1
"168" 42 1 -1 1 -1 -1 1
"168" 43 1 -1 1 -1 1 1
"168" 44 1 1 1 -1 1 1
"168" 45 1 1 1 1 1 1
"168" 46 1 1 1 1 1 1
"168" 47 1 1 1 1 1 1
"168" 48 1 -1 1 1 1 1
"168" 49 1 -1 1 -1 1 1
"168" 50 1 -1 -1 -1 1 1
"168" 51 1 1 -1 -1 -1 1
"168" 52 1 1 -1 1 -1 1
"168" 53 1 -1 -1 1 -1 1
"168" 54 1 -1 -1 -1 -1 1
"168" 55 1 1 1 -1 -1 1
"168" 56 1 1 -1 1 1 1
"168" 57 1 -1 1 1 -1 1
"168" 58 1 -1 1 -1 1 1
"168" 59 1 1 1 -1 1 1
"168" 60 1 1 1 1 1 1
"168" 61 1 1 1 1 1 1
"168" 62 1 -1 1 1 1 1
"168" 63 1 1 -1 -1 1 1
"168" 64 1 1 1 1 -1 1
"168" 65 1 -1 1 1 1 1
"168" 66 1 -1 1 -1 1 1
"168" 67 1 -1 -1 -1 1 1
"168" 68 1 1 1 -1 -1 1
"168" 69 1 -1 -1 1 1 1
"168" 70 1 1 1 -1 -1 1
"168" 71 1 1 1 1 1 1
"168" 72 1 1 1 1 1 1
"168" 73 1 -1 1 1 1 1
"168" 74 1 -1 1 -1 1 1
"168" 75 1 1 1 -1 1 1
"168" 76 1 1 1 1 1 1
"168" 77 1 -1 1 1 1 1
"168" 78 1 1 1 -1 1 1
"168" 79 1 -1 -1 1 1 1
"168" 80 1 1 1 -1 -1 1
"168" 81 1 1 -1 1 1 1
"168" 82 1 -1 -1 1 -1 1
"168" 83 1 1 1 -1 -1 1
"168" 84 1 1 1 1 1 1
"168" 85 1 1 1 1 1 1
"168" 86 1 1 1 1 1 1
"168" 87 1 1 -1 1 1 1
"168" 88 1 1 1 1 -1 1
"168" 89 1 1 1 1 1 1
"168" 90 1 1 1 1 1 1
"168" 91 1 1 1 1 1 1
"168" 92 1 1 1 1 1 1
"168" 93 1 -1 1 1 1 1
"168" 94 1 1 1 -1 1 1
"168" 95 1 1 -1 1 1 1
"168" 96 1 1 1 1 -1 1
"168" 97 1 -1 -1 1 1 1
"168" 98 1 -1 1 -1 -1 1
"168" 99 1 -1 -1 -1 1 1
"168" 100 1 1 1 -1 -1 1
"168" 101 1 -1 1 1 1 1
"168" 102 1 1 1 -1 1 1
"168" 103 1 -1 1 1 1 1
"168" 104 1 1 -1 -1 1 1
"168" 105 1 -1 1 1 -1 1
"168" 106 1 -1 -1 -1 1 1
"168" 107 1 1 1 -1 -1 1
"168" 108 1 1 1 1 1 1
"168" 109 1 -1 1 1 1 1
"168" 110 1 1 -1 -1 1 1
"168" 111 1 -1 -1 1 -1 1
"168" 112 1 1 -1 -1 -1 1
"168" 113 1 1 1 1 -1 1
"168" 114 1 -1 1 1 1 1
"168" 115 1 1 1 -1 1 1
"168" 116 1 -1 -1 1 1 1
"168" 117 1 1 1 -1 -1 1
"168" 118 1 1 1 1 1 1
"168" 119 1 1 1 1 1 1
"168" 120 1 1 1 1 1 1
"168" 121 1 -1 1 1 1 1
"168" 122 1 -1 -1 -1 1 1
"168" 123 1 -1 1 -1 -1 1
"168" 124 1 1 1 -1 1 1
"168" 125 1 1 1 1 1 1
"168" 126 1 1 1 1 1 1
"168" 127 1 1 1 1 1 1
"168" 128 1 1 1 1 1 1
"168" 129 1 -1 1 1 1 1
"168" 130 1 -1 1 -1 1 1
"168" 131 1 -1 1 -1 1 1
"168" 132 1 1 1 -1 1 1
"168" 133 1 -1 -1 1 1 1
"168" 134 1 -1 1 -1 -1 1
"168" 135 1 -1 1 -1 1 1
"168" 136 1 1 -1 -1 1 1
"168" 137 1 -1 1 1 -1 1
"168" 138 1 1 -1 -1 1 1
"168" 139 1 1 1 1 -1 1
"168" 140 1 1 1 1 1 1
"168" 141 1 -1 -1 1 1 1
"168" 142 1 -1 1 -1 -1 1
"168" 143 1 -1 1 -1 1 1
"168" 144 1 1 1 -1 1 1
"168" 145 1 1 1 1 1 1
"168" 146 1 -1 -1 1 1 1
"168" 147 1 -1 -1 -1 -1 1
"168" 148 1 1 1 -1 -1 1
"168" 149 1 -1 1 1 1 1
"168" 150 1 1 1 -1 1 1
"168" 151 1 -1 1 1 1 1
"168" 152 1 -1 1 -1 1 1
"168" 153 1 -1 -1 -1 1 1
"168" 154 1 -1 1 -1 -1 1
"168" 155 1 1 1 -1 1 1
"168" 156 1 1 1 1 1 1
"168" 157 1 -1 1 1 1 1
"168" 158 1 -1 1 -1 1 1
"168" 159 1 1 -1 -1 1 1
"168" 160 1 -1 1 1 -1 1
"168" 161 1 -1 -1 -1 1 1
"168" 162 1 -1 1 -1 -1 1
"168" 163 1 1 -1 -1 1 1
"168" 164 1 1 1 1 -1 1
"168" 165 1 1 -1 1 1 1
"168" 166 1 1 -1 1 -1 1
"168" 167 1 -1 1 1 -1 1
"168" 168 1 1 1 -1 1 1
"168" 169 1 -1 1 1 1 1
"168" 170 1 -1 1 -1 1 1
"168" 171 1 1 1 -1 1 1
"168" 172 1 1 1 1 1 1
"168" 173 1 -1 -1 1 1 1
"168" 174 1 1 1 -1 -1 1
"168" 175 1 -1 1 1 1 1
"169" 11 2 1 1 1 1 1
"169" 12 2 1 1 1 1 1
"169" 13 2 1 -1 1 1 1
"169" 14 2 -1 1 1 -1 1
"169" 15 1 -1 -1 -1 1 0
"169" 16 1 -1 1 -1 -1 1
"169" 17 2 1 -1 -1 1 0
"169" 18 2 1 1 1 -1 1
"169" 19 2 -1 -1 1 1 1
"169" 20 1 1 -1 -1 -1 0
"169" 21 1 -1 1 1 -1 1
"169" 22 1 1 1 -1 1 1
"169" 23 2 -1 -1 1 1 0
"169" 24 1 -1 1 -1 -1 0
"169" 25 1 -1 1 -1 1 1
"169" 26 1 1 1 -1 1 1
"169" 27 1 1 1 1 1 1
"169" 28 1 -1 1 1 1 1
"169" 29 2 1 1 -1 1 0
"169" 30 2 -1 1 1 1 1
"169" 31 2 -1 -1 -1 1 1
"169" 32 2 -1 -1 -1 -1 1
"169" 33 2 1 -1 -1 -1 1
"169" 34 2 -1 -1 1 -1 1
"169" 35 1 1 1 -1 -1 0
"169" 36 1 1 1 1 1 1
"169" 37 1 1 -1 1 1 1
"169" 38 1 1 1 1 -1 1
"169" 39 1 1 1 1 1 1
"169" 40 1 1 1 1 1 1
"169" 41 1 -1 1 1 1 1
"169" 43 1 1 -1 1 1 1
"169" 44 1 -1 -1 1 -1 1
"169" 45 1 1 -1 -1 -1 1
"169" 46 1 -1 -1 1 -1 1
"169" 47 1 1 1 -1 -1 1
"169" 48 2 -1 1 1 1 0
"169" 49 2 1 1 -1 1 1
"169" 50 1 1 1 1 1 0
"169" 51 1 -1 -1 1 1 1
"169" 52 1 -1 1 -1 -1 1
"169" 53 2 1 1 -1 1 0
"169" 54 1 1 1 1 1 0
"169" 55 2 1 1 1 1 0
"169" 56 1 -1 1 1 1 0
"169" 57 1 -1 1 -1 1 1
"169" 58 2 1 1 -1 1 0
"169" 59 2 -1 1 1 1 1
"169" 60 1 -1 1 -1 1 0
"169" 61 1 1 -1 -1 1 1
"169" 62 1 1 1 1 -1 1
"169" 63 2 -1 1 1 1 0
"169" 64 1 -1 1 -1 1 0
"169" 65 2 -1 -1 -1 1 0
"169" 66 2 1 1 -1 -1 1
"169" 67 1 -1 1 1 1 0
"169" 68 1 1 1 -1 1 1
"169" 69 1 1 1 1 1 1
"169" 70 1 1 1 1 1 1
"169" 71 1 1 1 1 1 1
"169" 72 2 -1 1 1 1 0
"169" 73 2 1 -1 -1 1 1
"169" 74 2 -1 1 1 -1 1
"169" 75 1 1 1 -1 1 0
"169" 76 2 1 -1 1 1 0
"169" 77 2 1 1 1 -1 1
"169" 78 2 -1 1 1 1 1
"169" 79 2 1 1 -1 1 1
"169" 80 2 -1 1 1 1 1
"169" 81 1 -1 -1 -1 1 0
"169" 82 1 1 1 -1 -1 1
"169" 83 1 -1 -1 1 1 1
"169" 84 2 1 -1 -1 -1 0
"169" 85 1 -1 1 1 -1 0
"169" 86 1 -1 -1 -1 1 1
"169" 87 1 1 1 -1 -1 1
"169" 88 1 -1 1 1 1 1
"169" 89 1 1 1 -1 1 1
"169" 90 1 -1 1 1 1 1
"169" 91 2 1 1 -1 1 0
"169" 92 2 1 1 1 1 1
"169" 93 1 1 1 1 1 0
"169" 94 2 1 1 1 1 0
"169" 95 1 -1 1 1 1 0
"169" 96 1 1 -1 -1 1 1
"169" 97 2 1 1 1 -1 0
"169" 98 1 1 1 1 1 0
"169" 99 1 1 1 1 1 1
"169" 100 1 1 -1 1 1 1
"169" 101 2 -1 1 1 -1 0
"169" 102 2 1 1 -1 1 1
"169" 103 2 1 -1 1 1 1
"169" 104 2 1 -1 1 -1 1
"169" 105 2 -1 1 1 -1 1
"169" 106 1 -1 -1 -1 1 0
"169" 107 1 1 1 -1 -1 1
"169" 108 1 -1 1 1 1 1
"169" 109 1 1 1 -1 1 1
"169" 110 1 1 -1 1 1 1
"169" 111 2 1 -1 1 -1 0
"169" 112 2 1 -1 1 -1 1
"169" 113 2 1 1 1 -1 1
"169" 114 2 1 1 1 1 1
"169" 115 2 1 -1 1 1 1
"169" 116 2 1 1 1 -1 1
"169" 117 2 -1 1 1 1 1
"169" 118 2 -1 1 -1 1 1
"169" 119 2 1 1 -1 1 1
"169" 120 2 1 -1 1 1 1
"169" 121 2 -1 1 1 -1 1
"169" 122 1 -1 1 -1 1 0
"169" 123 1 1 1 -1 1 1
"169" 124 2 -1 -1 1 1 0
"169" 125 1 -1 1 -1 -1 0
"169" 126 2 1 1 -1 1 0
"169" 127 2 -1 1 1 1 1
"169" 128 1 -1 -1 -1 1 0
"169" 129 1 -1 1 -1 -1 1
"169" 130 1 1 1 -1 1 1
"169" 131 1 -1 1 1 1 1
"169" 132 1 -1 1 -1 1 1
"169" 133 2 1 -1 -1 1 0
"169" 134 1 1 1 1 -1 0
"169" 135 1 -1 -1 1 1 1
"169" 136 1 1 1 -1 -1 1
"169" 137 1 -1 -1 1 1 1
"169" 138 2 -1 1 -1 -1 0
"169" 139 2 -1 1 -1 1 1
"169" 140 1 1 1 -1 1 0
"169" 141 1 -1 1 1 1 1
"169" 142 2 1 1 -1 1 0
"169" 143 2 -1 1 1 1 1
"169" 144 1 1 -1 -1 1 0
"169" 145 2 -1 1 1 -1 0
"169" 146 2 -1 1 -1 1 1
"169" 147 2 -1 -1 -1 1 1
"169" 148 2 -1 -1 -1 -1 1
"169" 149 1 1 -1 -1 -1 0
"169" 150 2 1 1 1 -1 0
"169" 151 2 1 -1 1 1 1
"169" 152 2 -1 1 1 -1 1
"169" 153 1 -1 1 -1 1 0
"169" 154 2 1 1 -1 1 0
"169" 155 1 1 1 1 1 0
"169" 156 2 1 1 1 1 0
"169" 157 1 -1 1 1 1 0
"169" 158 2 1 1 -1 1 0
"169" 159 1 1 1 1 1 0
"169" 160 2 -1 1 1 1 0
"169" 161 2 1 1 -1 1 1
"169" 162 1 -1 1 1 1 0
"169" 163 2 1 1 -1 1 0
"169" 164 2 1 1 1 1 1
"169" 165 2 -1 -1 1 1 1
"169" 166 2 1 -1 -1 -1 1
"169" 167 1 1 1 1 -1 0
"169" 168 2 -1 1 1 1 0
"169" 169 1 -1 1 -1 1 0
"169" 170 2 1 1 -1 1 0
"169" 171 2 -1 1 1 1 1
"169" 172 2 1 -1 -1 1 1
"169" 173 1 -1 -1 1 -1 0
"169" 174 2 1 -1 -1 -1 0
"169" 175 2 -1 1 1 -1 1
"170" 11 1 1 1 -1 -1 0
"170" 12 2 1 1 1 1 0
"170" 13 1 1 -1 1 1 0
"170" 14 2 1 1 1 -1 0
"170" 15 1 -1 1 1 1 0
"170" 16 2 1 1 -1 1 0
"170" 17 1 -1 1 1 1 0
"170" 18 1 -1 1 -1 1 1
"170" 19 1 -1 1 -1 1 1
"170" 20 1 -1 1 -1 1 1
"170" 21 2 1 -1 -1 1 0
"170" 22 2 1 -1 1 -1 1
"170" 23 2 1 1 1 -1 1
"170" 24 1 1 1 1 1 0
"170" 25 2 1 -1 1 1 0
"170" 26 2 1 1 1 -1 1
"170" 27 1 1 -1 1 1 0
"170" 28 2 1 1 1 -1 0
"170" 29 1 -1 1 1 1 0
"170" 30 1 -1 -1 -1 1 1
"170" 31 2 -1 1 -1 -1 0
"170" 32 1 -1 1 -1 1 0
"170" 33 2 -1 1 -1 1 0
"170" 34 2 1 1 -1 1 1
"170" 35 1 1 1 1 1 0
"170" 36 1 1 1 1 1 1
"170" 37 1 1 1 1 1 1
"170" 38 1 -1 -1 1 1 1
"170" 39 1 -1 -1 -1 -1 1
"170" 40 2 1 1 -1 -1 0
"170" 41 2 -1 1 1 1 1
"170" 42 2 1 1 -1 1 1
"170" 43 1 1 -1 1 1 0
"170" 44 2 1 1 1 -1 0
"170" 45 1 1 -1 1 1 0
"170" 46 2 1 1 1 -1 0
"170" 47 1 1 1 1 1 0
"170" 48 2 -1 1 1 1 0
"170" 50 1 1 1 1 -1 1
"170" 51 2 -1 1 1 1 0
"170" 52 2 -1 1 -1 1 1
"170" 53 2 -1 1 -1 1 1
"170" 54 2 -1 1 -1 1 1
"170" 55 1 1 1 -1 1 0
"170" 56 2 1 -1 1 1 0
"170" 57 1 1 1 1 -1 0
"170" 58 2 -1 -1 1 1 0
"170" 60 1 -1 -1 1 1 0
"170" 61 2 -1 1 -1 -1 0
"170" 62 2 1 1 -1 1 1
"170" 63 2 -1 1 1 1 1
"170" 64 1 -1 1 -1 1 0
"170" 65 2 1 1 -1 1 0
"170" 66 1 -1 1 1 1 0
"170" 67 2 1 -1 -1 1 0
"170" 68 2 -1 1 1 -1 1
"170" 69 2 -1 1 -1 1 1
"170" 70 1 -1 1 -1 1 0
"170" 71 1 -1 1 -1 1 1
"170" 72 2 1 -1 -1 1 0
"170" 73 1 1 -1 1 -1 0
"170" 74 2 -1 -1 1 -1 0
"170" 75 2 -1 -1 -1 -1 1
"170" 76 1 -1 1 -1 -1 0
"170" 77 1 1 1 -1 1 1
"170" 78 1 -1 1 1 1 1
"170" 79 2 -1 1 -1 1 0
"170" 80 2 -1 -1 -1 1 1
"170" 82 1 -1 1 1 -1 1
"170" 83 1 1 1 -1 1 1
"170" 84 2 1 -1 1 1 0
"170" 85 1 1 -1 1 -1 0
"170" 86 2 1 1 1 -1 0
"170" 87 1 -1 1 1 1 0
"170" 88 2 1 1 -1 1 0
"170" 89 2 1 1 1 1 1
"170" 90 1 1 1 1 1 0
"170" 91 2 1 1 1 1 0
"170" 92 2 1 -1 1 1 1
"170" 93 1 -1 -1 1 -1 0
"170" 94 2 -1 1 -1 -1 0
"170" 95 1 1 -1 -1 1 0
"170" 96 2 -1 -1 1 -1 0
"170" 98 1 -1 -1 -1 -1 0
"170" 99 1 -1 1 -1 -1 1
"170" 100 2 -1 -1 -1 1 0
"170" 101 2 1 1 -1 -1 1
"170" 102 2 1 1 1 1 1
"170" 103 2 -1 1 1 1 1
"170" 104 2 1 1 -1 1 1
"170" 105 1 1 1 1 1 0
"170" 106 2 -1 1 1 1 0
"170" 107 1 -1 1 -1 1 0
"170" 108 2 -1 -1 -1 1 0
"170" 109 2 1 1 -1 -1 1
"170" 110 1 1 -1 1 1 0
"170" 111 2 1 1 1 -1 0
"170" 112 2 1 1 1 1 1
"170" 113 1 1 -1 1 1 0
"170" 114 1 1 -1 1 -1 1
"170" 115 2 1 -1 1 -1 0
"170" 116 2 1 -1 1 -1 1
"170" 117 1 1 1 1 -1 0
"170" 118 2 1 -1 1 1 0
"170" 119 1 -1 1 1 -1 0
"170" 120 1 -1 1 -1 1 1
"170" 121 1 -1 1 -1 1 1
"170" 122 1 -1 -1 -1 1 1
"170" 123 2 1 1 -1 -1 0
"170" 124 1 1 -1 1 1 0
"170" 125 2 1 1 1 -1 0
"170" 126 1 -1 1 1 1 0
"170" 127 1 -1 1 -1 1 1
"170" 128 1 -1 -1 -1 1 1
"170" 129 2 -1 -1 -1 -1 0
"170" 130 1 -1 -1 -1 -1 0
"170" 131 2 -1 -1 -1 -1 0
"170" 132 1 -1 1 -1 -1 0
"170" 133 1 -1 1 -1 1 1
"170" 134 2 -1 1 -1 1 0
"170" 135 2 1 1 -1 1 1
"170" 136 1 1 1 1 1 0
"170" 137 1 1 1 1 1 1
"170" 138 2 -1 1 1 1 0
"170" 139 1 1 1 -1 1 0
"170" 140 2 -1 -1 1 1 0
"170" 141 2 -1 1 -1 -1 1
"170" 142 2 1 1 -1 1 1
"170" 143 1 -1 1 1 1 0
"170" 144 1 -1 1 -1 1 1
"170" 145 2 -1 1 -1 1 0
"170" 146 1 1 1 -1 1 0
"170" 147 2 -1 1 1 1 0
"170" 148 1 -1 -1 -1 1 0
"170" 149 2 -1 -1 -1 -1 0
"170" 150 1 1 -1 -1 -1 0
"170" 151 2 1 1 1 -1 0
"170" 152 1 1 -1 1 1 0
"170" 153 2 -1 1 1 -1 0
"170" 154 1 -1 1 -1 1 0
"170" 155 2 -1 1 -1 1 0
"170" 156 2 1 1 -1 1 1
"170" 157 1 -1 -1 1 1 0
"170" 158 1 1 1 -1 -1 1
"170" 159 1 1 -1 1 1 1
"170" 160 1 1 1 1 -1 1
"170" 161 2 1 -1 1 1 0
"170" 162 1 -1 1 1 -1 0
"170" 163 2 1 1 -1 1 0
"170" 165 1 1 1 1 1 0
"170" 166 2 1 1 1 1 0
"170" 167 2 -1 1 1 1 1
"170" 168 1 -1 1 -1 1 0
"170" 169 2 1 1 -1 1 0
"170" 171 1 1 1 1 1 0
"170" 172 1 1 1 1 1 1
"170" 173 1 -1 1 1 1 1
"170" 174 1 -1 1 -1 1 1
"170" 175 1 -1 1 -1 1 1
"178" 11 1 -1 1 1 1 0
"178" 12 1 -1 -1 -1 1 1
"178" 13 2 -1 1 -1 -1 0
"178" 14 2 1 1 -1 1 1
"178" 15 1 1 1 1 1 0
"178" 16 2 1 1 1 1 0
"178" 17 1 -1 1 1 1 0
"178" 18 2 -1 -1 -1 1 0
"178" 19 1 1 1 -1 -1 0
"178" 20 2 1 -1 1 1 0
"178" 21 1 1 1 1 -1 0
